a0_min         a0_flood       a1_flood       a2_flood       a3_flood       a4_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.258858E+03   0.278009E+01   0.173709E+01   0.170504E+01  -0.191952E+00  -0.225423E+01   0.302679E-02   0.110253E+02   0.131317E+02   0.980627E+01   0.133144E+02   0.711878E+02
   0.249836E+03   0.278009E+01   0.192703E+01   0.140341E+01  -0.207486E+00  -0.222727E+01   0.431657E-02   0.110253E+02   0.112077E+02   0.108841E+02   0.130058E+02   0.718196E+02
   0.250941E+03   0.278009E+01   0.203609E+01   0.138553E+01   0.227069E-01  -0.213333E+01   0.431657E-02   0.112109E+02   0.103445E+02   0.108841E+02   0.130058E+02   0.720021E+02
   0.246037E+03   0.278009E+01   0.160664E+01   0.131273E+01  -0.252060E+00  -0.185024E+01   0.431657E-02   0.109368E+02   0.106403E+02   0.113136E+02   0.130058E+02   0.718266E+02
   0.251178E+03   0.278009E+01   0.149536E+01   0.161658E+01  -0.318425E+00  -0.169605E+01   0.431657E-02   0.120356E+02   0.114199E+02   0.120932E+02   0.125263E+02   0.711397E+02
   0.241748E+03   0.159466E+01   0.141923E+01   0.168706E+01  -0.544890E+00  -0.169605E+01   0.230502E-02   0.108949E+02   0.124814E+02   0.135353E+02   0.122562E+02   0.681019E+02
   0.241748E+03   0.159466E+01   0.101142E+01   0.127431E+01  -0.673918E+00  -0.138459E+01   0.262413E-03   0.107843E+02   0.124814E+02   0.139551E+02   0.107739E+02   0.703372E+02
   0.245304E+03   0.159466E+01   0.858407E+00   0.117743E+01  -0.846182E+00  -0.118849E+01   0.262413E-03   0.109561E+02   0.124814E+02   0.137973E+02   0.107079E+02   0.705618E+02
   0.240630E+03   0.159466E+01   0.858407E+00   0.152860E+01  -0.524548E+00  -0.157024E+01   0.262413E-03   0.106720E+02   0.110104E+02   0.136446E+02   0.113554E+02   0.706176E+02
   0.248328E+03   0.576752E+01   0.117041E+01   0.147180E+01  -0.193873E+00  -0.160740E+01   0.218529E-02   0.964467E+01   0.100829E+02   0.136446E+02   0.117527E+02   0.716984E+02
   0.240593E+03   0.472283E+01   0.139044E+01   0.140795E+01   0.113457E-01  -0.190989E+01   0.261798E-02   0.116022E+02   0.105136E+02   0.124781E+02   0.123101E+02   0.717367E+02
   0.257114E+03   0.605955E+01   0.108670E+01   0.161352E+01   0.142846E+00  -0.198183E+01   0.394755E-04   0.122462E+02   0.935759E+01   0.124781E+02   0.123124E+02   0.714028E+02
   0.257278E+03   0.839692E+01   0.128988E+01   0.150518E+01   0.421254E-01  -0.224048E+01   0.394755E-04   0.132603E+02   0.101935E+02   0.122722E+02   0.115047E+02   0.709061E+02
   0.267084E+03   0.767763E+01   0.167885E+01   0.107681E+01   0.139703E+00  -0.225926E+01   0.394755E-04   0.136021E+02   0.104212E+02   0.104813E+02   0.115047E+02   0.711828E+02
   0.259628E+03   0.633069E+01   0.127289E+01   0.846443E+00   0.197888E+00  -0.219621E+01   0.461013E-03   0.122712E+02   0.996971E+01   0.112681E+02   0.115047E+02   0.721884E+02
   0.251255E+03   0.104310E+02   0.147729E+01   0.901108E+00   0.396332E+00  -0.265131E+01   0.461013E-03   0.142070E+02   0.108842E+02   0.112681E+02   0.113788E+02   0.704702E+02
   0.251255E+03   0.326727E+01   0.142556E+01   0.774426E+00   0.483794E+00  -0.230020E+01   0.448604E-02   0.141599E+02   0.122400E+02   0.128108E+02   0.113788E+02   0.695665E+02
   0.236589E+03   0.242174E+01   0.177124E+01   0.108758E+01  -0.156467E+00  -0.238265E+01   0.448604E-02   0.130426E+02   0.121648E+02   0.124439E+02   0.117708E+02   0.701808E+02
   0.225256E+03   0.242174E+01   0.241579E+01   0.122590E+01  -0.394617E+00  -0.243245E+01   0.286768E-02   0.130426E+02   0.928544E+01   0.109479E+02   0.120264E+02   0.715534E+02
   0.230164E+03   0.285198E+01   0.242957E+01   0.143963E+01  -0.440512E+00  -0.233169E+01   0.286768E-02   0.130426E+02   0.110882E+02   0.888057E+01   0.122301E+02   0.716405E+02
   0.230164E+03   0.440667E+01   0.261773E+01   0.189815E+01   0.841943E-01  -0.230342E+01   0.286768E-02   0.124175E+02   0.103372E+02   0.103077E+02   0.128888E+02   0.719572E+02
   0.225241E+03   0.440667E+01   0.238705E+01   0.183439E+01   0.271443E+00  -0.260778E+01   0.319816E-02   0.124175E+02   0.100883E+02   0.110296E+02   0.131457E+02   0.716165E+02
   0.231555E+03   0.440667E+01   0.270735E+01   0.163566E+01   0.208302E+00  -0.244417E+01   0.545725E-03   0.129820E+02   0.101309E+02   0.110296E+02   0.131457E+02   0.715525E+02
   0.244882E+03   0.557394E+01   0.272631E+01   0.149442E+01   0.125215E+00  -0.272804E+01   0.545725E-03   0.113978E+02   0.978087E+01   0.106574E+02   0.134252E+02   0.720179E+02
   0.283252E+03   0.557394E+01   0.263948E+01   0.136139E+01  -0.273134E-01  -0.256816E+01   0.545725E-03   0.113978E+02   0.112087E+02   0.113888E+02   0.124626E+02   0.713874E+02
   0.290593E+03   0.557394E+01   0.289776E+01   0.112368E+01  -0.217824E-01  -0.271782E+01   0.336594E-02   0.107119E+02   0.116810E+02   0.114398E+02   0.138471E+02   0.701366E+02
   0.275838E+03   0.557394E+01   0.260727E+01   0.100503E+01   0.212764E+00  -0.295217E+01   0.336594E-02   0.129357E+02   0.114034E+02   0.114398E+02   0.132399E+02   0.700172E+02
   0.263157E+03   0.865151E+01   0.263143E+01   0.124171E+01  -0.490570E-01  -0.293666E+01   0.169198E-02   0.136690E+02   0.109057E+02   0.119796E+02   0.132399E+02   0.693931E+02
   0.252926E+03   0.966319E+01   0.273265E+01   0.127842E+01  -0.444907E+00  -0.262291E+01   0.169198E-02   0.137412E+02   0.112508E+02   0.125827E+02   0.132399E+02   0.689665E+02
   0.254186E+03   0.114317E+02   0.282043E+01   0.108993E+01  -0.600245E+00  -0.277766E+01   0.169198E-02   0.122844E+02   0.112508E+02   0.106014E+02   0.120769E+02   0.709673E+02
   0.254186E+03   0.838839E+01   0.293348E+01   0.108727E+01  -0.707966E+00  -0.259954E+01   0.306933E-02   0.125553E+02   0.102845E+02   0.115607E+02   0.120769E+02   0.710285E+02
   0.254840E+03   0.833661E+01   0.236794E+01   0.109701E+01  -0.481567E+00  -0.240921E+01   0.306933E-02   0.131743E+02   0.106277E+02   0.120659E+02   0.109078E+02   0.708876E+02
   0.255971E+03   0.293086E+01   0.215028E+01   0.101699E+01  -0.216622E+00  -0.256210E+01   0.403328E-02   0.131743E+02   0.118599E+02   0.100842E+02   0.943396E+01   0.719017E+02
   0.258621E+03   0.314859E+01   0.250558E+01   0.214855E+00  -0.447584E+00  -0.239690E+01   0.232054E-02   0.143756E+02   0.129088E+02   0.927303E+01   0.943396E+01   0.707904E+02
   0.260543E+03   0.314859E+01   0.265252E+01   0.447953E+00  -0.691270E+00  -0.256450E+01   0.659104E-03   0.112837E+02   0.119169E+02   0.997287E+01   0.874737E+01   0.730570E+02
   0.227893E+03   0.627333E+01   0.288264E+01   0.590949E+00  -0.702203E+00  -0.256803E+01   0.178476E-02   0.113477E+02   0.114929E+02   0.113367E+02   0.874737E+01   0.727009E+02
   0.204382E+03   0.907117E+01   0.265385E+01   0.370447E+00  -0.120405E+01  -0.297565E+01   0.303179E-02   0.105799E+02   0.114929E+02   0.109150E+02   0.114562E+02   0.726133E+02
   0.205122E+03   0.692526E+01   0.284519E+01   0.837222E+00  -0.957208E+00  -0.296388E+01   0.751194E-02   0.106473E+02   0.102732E+02   0.933050E+01   0.124860E+02   0.715245E+02
   0.208099E+03   0.399685E+01   0.272635E+01   0.774747E+00  -0.992799E+00  -0.263189E+01   0.991164E-02   0.111621E+02   0.978459E+01   0.964825E+01   0.124860E+02   0.702824E+02
   0.215387E+03   0.399685E+01   0.255392E+01   0.487176E+00  -0.101967E+01  -0.231474E+01   0.977820E-02   0.109502E+02   0.991471E+01   0.964114E+01   0.119324E+02   0.707366E+02
   0.213846E+03   0.331471E+01   0.257485E+01   0.120724E+01  -0.124446E+01  -0.259632E+01   0.977820E-02   0.107839E+02   0.103050E+02   0.969394E+01   0.131457E+02   0.699930E+02
   0.222687E+03   0.781957E+01   0.257776E+01   0.103880E+01  -0.110936E+01  -0.255704E+01   0.125618E-01   0.104615E+02   0.879507E+01   0.963498E+01   0.132997E+02   0.686800E+02
   0.206932E+03   0.829404E+01   0.296103E+01   0.106623E+01  -0.813489E+00  -0.206666E+01   0.125618E-01   0.106647E+02   0.783123E+01   0.117656E+02   0.126344E+02   0.681479E+02
   0.213931E+03   0.829404E+01   0.297002E+01   0.127726E+01  -0.942483E+00  -0.201617E+01   0.125618E-01   0.106647E+02   0.783123E+01   0.117083E+02   0.126344E+02   0.681259E+02
   0.220704E+03   0.102315E+02   0.313589E+01   0.906224E+00  -0.892339E+00  -0.242237E+01   0.121148E-01   0.108723E+02   0.783123E+01   0.107661E+02   0.110037E+02   0.691287E+02
   0.222982E+03   0.834957E+01   0.299863E+01   0.109808E+01  -0.891686E+00  -0.234744E+01   0.121148E-01   0.128600E+02   0.948611E+01   0.107661E+02   0.112774E+02   0.688089E+02
   0.235848E+03   0.632917E+01   0.312184E+01   0.123787E+01  -0.812800E+00  -0.276011E+01   0.992062E-02   0.130087E+02   0.957531E+01   0.917415E+01   0.113088E+02   0.699661E+02
   0.258137E+03   0.632917E+01   0.309354E+01   0.955803E+00  -0.650423E+00  -0.237003E+01   0.875177E-02   0.132386E+02   0.947602E+01   0.929119E+01   0.101895E+02   0.702982E+02
   0.276653E+03   0.566571E+01   0.293615E+01   0.877568E+00  -0.228941E+00  -0.230325E+01   0.875177E-02   0.138108E+02   0.106746E+02   0.101170E+02   0.931390E+01   0.696215E+02
   0.261003E+03   0.566571E+01   0.293915E+01   0.472778E+00   0.756215E-01  -0.227340E+01   0.995444E-02   0.122385E+02   0.106746E+02   0.100865E+02   0.931390E+01   0.702646E+02
   0.269330E+03   0.427133E+01   0.308792E+01   0.151504E+00  -0.424342E-01  -0.227806E+01   0.902289E-02   0.106146E+02   0.104971E+02   0.979305E+01   0.812881E+01   0.711191E+02
   0.276895E+03   0.710401E+01   0.301649E+01   0.685433E-01   0.287031E+00  -0.233749E+01   0.106897E-01   0.946178E+01   0.921785E+01   0.812961E+01   0.812881E+01   0.696336E+02
   0.265071E+03   0.710401E+01   0.313102E+01   0.180210E+00   0.502798E+00  -0.278185E+01   0.106897E-01   0.103655E+02   0.939525E+01   0.691426E+01   0.787804E+01   0.686481E+02
   0.269457E+03   0.381085E+01   0.317974E+01   0.260959E+00   0.826480E+00  -0.311742E+01   0.857429E-02   0.815657E+01   0.100523E+02   0.754034E+01   0.732974E+01   0.699914E+02
   0.277407E+03   0.381085E+01   0.347557E+01   0.361278E+00   0.859366E+00  -0.339023E+01   0.755817E-02   0.906843E+01   0.100523E+02   0.797597E+01   0.732974E+01   0.708815E+02
   0.277407E+03   0.381085E+01   0.349103E+01   0.777600E+00   0.676831E+00  -0.355492E+01   0.720799E-02   0.107890E+02   0.751275E+01   0.868985E+01   0.767252E+01   0.707805E+02
   0.263159E+03   0.381085E+01   0.344403E+01   0.883862E+00   0.396751E+00  -0.389420E+01   0.720799E-02   0.868096E+01   0.751275E+01   0.103970E+02   0.767252E+01   0.710826E+02
   0.258124E+03   0.254876E+01   0.324308E+01   0.107502E+01   0.601819E+00  -0.403343E+01   0.437892E-02   0.868096E+01   0.901810E+01   0.103970E+02   0.732966E+01   0.725754E+02
   0.258054E+03   0.519737E+01   0.332884E+01   0.135073E+01   0.758832E+00  -0.400805E+01   0.242929E-02   0.896386E+01   0.947471E+01   0.112165E+02   0.748724E+01   0.725353E+02
   0.289217E+03   0.847742E+01   0.323447E+01   0.106298E+01   0.984475E+00  -0.401343E+01   0.242929E-02   0.115664E+02   0.999157E+01   0.115452E+02   0.748724E+01   0.707205E+02
   0.265523E+03   0.847742E+01   0.300553E+01   0.874298E+00   0.114240E+01  -0.401507E+01   0.311871E-02   0.117941E+02   0.116686E+02   0.112626E+02   0.715232E+01   0.704587E+02
   0.258874E+03   0.988511E+01   0.285885E+01   0.834266E+00   0.130121E+01  -0.380586E+01   0.311871E-02   0.115123E+02   0.116686E+02   0.117822E+02   0.765435E+01   0.707259E+02
   0.243433E+03   0.311734E+01   0.277353E+01   0.783231E+00   0.146687E+01  -0.399501E+01   0.302819E-02   0.977789E+01   0.109688E+02   0.116371E+02   0.857273E+01   0.731087E+02
   0.268615E+03   0.400459E+01   0.279913E+01   0.630922E+00   0.120781E+01  -0.409818E+01   0.302819E-02   0.952060E+01   0.115912E+02   0.117217E+02   0.819243E+01   0.724535E+02
   0.263583E+03   0.578217E+01   0.296643E+01   0.347020E+00   0.160027E+01  -0.383847E+01   0.302819E-02   0.105431E+02   0.106396E+02   0.105362E+02   0.734653E+01   0.721264E+02
   0.247747E+03   0.578217E+01   0.274307E+01   0.225668E+00   0.154811E+01  -0.366350E+01   0.302819E-02   0.105431E+02   0.980093E+01   0.105362E+02   0.770968E+01   0.727953E+02
   0.248886E+03   0.179205E+01   0.280593E+01   0.236354E+00   0.185547E+01  -0.350751E+01   0.302819E-02   0.929566E+01   0.942266E+01   0.119858E+02   0.771306E+01   0.724650E+02
   0.248886E+03   0.179205E+01   0.271190E+01   0.549260E+00   0.213556E+01  -0.357582E+01   0.302819E-02   0.929566E+01   0.101820E+02   0.107005E+02   0.997447E+01   0.732789E+02
   0.251323E+03   0.179205E+01   0.256467E+01   0.512062E+00   0.191367E+01  -0.336201E+01   0.253834E-02   0.931761E+01   0.111751E+02   0.109541E+02   0.110605E+02   0.729732E+02
   0.259738E+03   0.179205E+01   0.241202E+01   0.557664E+00   0.192239E+01  -0.333521E+01   0.524408E-02   0.106922E+02   0.103769E+02   0.109541E+02   0.116805E+02   0.723692E+02
   0.259738E+03   0.179205E+01   0.229593E+01   0.662370E+00   0.205441E+01  -0.333521E+01   0.541564E-02   0.121214E+02   0.102103E+02   0.113884E+02   0.110477E+02   0.718280E+02
   0.274842E+03   0.259152E+01   0.248747E+01   0.541052E+00   0.223924E+01  -0.351379E+01   0.541564E-02   0.113889E+02   0.102103E+02   0.106772E+02   0.110467E+02   0.725724E+02
   0.250655E+03   0.259152E+01   0.246642E+01   0.405612E+00   0.205237E+01  -0.372801E+01   0.148076E-02   0.955083E+01   0.996560E+01   0.106772E+02   0.951736E+01   0.739531E+02
   0.251418E+03   0.388116E+01   0.217473E+01   0.482373E+00   0.184963E+01  -0.361562E+01   0.112313E-02   0.955083E+01   0.118009E+02   0.883443E+01   0.109801E+02   0.732362E+02
   0.249757E+03   0.388116E+01   0.191880E+01   0.142012E+00   0.184081E+01  -0.364193E+01   0.112313E-02   0.955083E+01   0.118009E+02   0.786496E+01   0.110788E+02   0.727760E+02
   0.246726E+03   0.771121E+01   0.208684E+01   0.379979E+00   0.216717E+01  -0.353230E+01   0.783622E-02   0.882626E+01   0.137271E+02   0.862275E+01   0.110788E+02   0.700296E+02
   0.253010E+03   0.688249E+01   0.200784E+01   0.525881E+00   0.149052E+01  -0.361145E+01   0.911617E-02   0.882626E+01   0.136529E+02   0.822926E+01   0.111622E+02   0.694270E+02
   0.241586E+03   0.821777E+01   0.199790E+01   0.110495E+01   0.168987E+01  -0.344394E+01   0.479151E-02   0.852654E+01   0.138110E+02   0.688336E+01   0.111622E+02   0.695948E+02
   0.240580E+03   0.114361E+02   0.187202E+01   0.102939E+01   0.158189E+01  -0.381683E+01   0.887214E-02   0.905379E+01   0.138669E+02   0.688336E+01   0.113018E+02   0.679977E+02
   0.256595E+03   0.180911E+02   0.151671E+01   0.114728E+01   0.144330E+01  -0.345323E+01   0.499213E-02   0.101147E+02   0.143014E+02   0.622656E+01   0.100722E+02   0.671610E+02
   0.257152E+03   0.180911E+02   0.151671E+01   0.119987E+01   0.122261E+01  -0.355541E+01   0.208142E-02   0.112711E+02   0.148964E+02   0.744768E+01   0.111511E+02   0.682297E+02
   0.255719E+03   0.161354E+02   0.118134E+01   0.120682E+01   0.124092E+01  -0.371165E+01   0.262689E-02   0.113581E+02   0.148894E+02   0.691054E+01   0.819864E+01   0.679322E+02
   0.266165E+03   0.125409E+02   0.141368E+01   0.147034E+01   0.185645E+01  -0.346092E+01   0.723204E-02   0.117306E+02   0.148705E+02   0.701506E+01   0.691565E+01   0.658821E+02
   0.250225E+03   0.106201E+02   0.198014E+01   0.155517E+01   0.168660E+01  -0.388152E+01   0.696062E-02   0.108269E+02   0.148705E+02   0.808293E+01   0.850225E+01   0.688883E+02
   0.264819E+03   0.149174E+02   0.233802E+01   0.140810E+01   0.878124E+00  -0.386881E+01   0.666370E-02   0.968291E+01   0.156464E+02   0.860123E+01   0.852264E+01   0.678941E+02
   0.262013E+03   0.162761E+02   0.233582E+01   0.153840E+01   0.986221E+00  -0.401672E+01   0.606816E-02   0.970179E+01   0.156464E+02   0.700854E+01   0.942373E+01   0.670437E+02
   0.273844E+03   0.213144E+02   0.274095E+01   0.169311E+01   0.953709E+00  -0.403420E+01   0.482758E-02   0.129244E+02   0.164875E+02   0.700854E+01   0.103712E+02   0.644031E+02
   0.273844E+03   0.184815E+02   0.247766E+01   0.166937E+01   0.953181E+00  -0.418428E+01   0.782687E-02   0.135287E+02   0.158593E+02   0.700854E+01   0.104942E+02   0.641947E+02
   0.272485E+03   0.189636E+02   0.231216E+01   0.188629E+01   0.103437E+01  -0.405797E+01   0.261119E-02   0.135937E+02   0.163057E+02   0.791606E+01   0.877686E+01   0.656720E+02
   0.235954E+03   0.189636E+02   0.215453E+01   0.223870E+01   0.910765E+00  -0.359048E+01   0.159658E-03   0.130987E+02   0.155166E+02   0.818176E+01   0.877686E+01   0.679571E+02
   0.217680E+03   0.233779E+02   0.221796E+01   0.255413E+01   0.100003E+01  -0.339317E+01   0.159658E-03   0.134101E+02   0.165512E+02   0.818176E+01   0.824547E+01   0.668020E+02
   0.208902E+03   0.164092E+02   0.242359E+01   0.234339E+01   0.969264E+00  -0.350900E+01   0.159658E-03   0.121405E+02   0.168410E+02   0.818176E+01   0.877797E+01   0.684000E+02
   0.211517E+03   0.183425E+02   0.240774E+01   0.249126E+01   0.873295E+00  -0.342625E+01   0.159658E-03   0.877119E+01   0.168410E+02   0.837037E+01   0.893571E+01   0.688368E+02
   0.211517E+03   0.157228E+02   0.229396E+01   0.263225E+01   0.789171E+00  -0.341180E+01   0.159658E-03   0.867245E+01   0.174954E+02   0.833283E+01   0.937058E+01   0.685638E+02
   0.202036E+03   0.152119E+02   0.195440E+01   0.234753E+01   0.137939E+01  -0.322911E+01   0.159658E-03   0.857089E+01   0.174954E+02   0.701368E+01   0.103632E+02   0.677734E+02
   0.201581E+03   0.111054E+02   0.213394E+01   0.220976E+01   0.149563E+01  -0.334343E+01   0.135011E-02   0.866021E+01   0.161281E+02   0.701368E+01   0.767693E+01   0.686400E+02
   0.201581E+03   0.111054E+02   0.194892E+01   0.212278E+01   0.161516E+01  -0.357045E+01   0.135011E-02   0.851513E+01   0.161837E+02   0.826739E+01   0.767693E+01   0.695220E+02
   0.195772E+03   0.117444E+02   0.159074E+01   0.206766E+01   0.172061E+01  -0.334604E+01   0.603837E-02   0.838011E+01   0.161383E+02   0.899658E+01   0.767693E+01   0.688520E+02
   0.193866E+03   0.124844E+02   0.185945E+01   0.216419E+01   0.172178E+01  -0.338087E+01   0.464792E-02   0.842410E+01   0.161692E+02   0.953016E+01   0.809776E+01   0.695264E+02
   0.167136E+03   0.124844E+02   0.187929E+01   0.170474E+01   0.177505E+01  -0.329094E+01   0.903531E-03   0.842410E+01   0.154598E+02   0.949088E+01   0.910993E+01   0.709864E+02
   0.212156E+03   0.146616E+02   0.173359E+01   0.174128E+01   0.186463E+01  -0.354933E+01   0.903531E-03   0.112881E+02   0.136284E+02   0.789903E+01   0.832406E+01   0.709996E+02
   0.201619E+03   0.124848E+02   0.188530E+01   0.168232E+01   0.184189E+01  -0.355390E+01   0.938759E-03   0.108852E+02   0.136087E+02   0.789903E+01   0.832406E+01   0.715010E+02
   0.196530E+03   0.150955E+02   0.207950E+01   0.146873E+01   0.180378E+01  -0.377637E+01   0.475469E-03   0.121733E+02   0.145818E+02   0.789903E+01   0.832406E+01   0.702621E+02
   0.197619E+03   0.105695E+02   0.168102E+01   0.118378E+01   0.183474E+01  -0.379904E+01   0.105410E-02   0.114704E+02   0.116604E+02   0.789903E+01   0.866302E+01   0.726054E+02
   0.195318E+03   0.859646E+01   0.220487E+01   0.885106E+00   0.199354E+01  -0.374949E+01   0.105410E-02   0.124639E+02   0.110722E+02   0.765965E+01   0.111599E+02   0.720865E+02
   0.192987E+03   0.859646E+01   0.216875E+01   0.449781E+00   0.171994E+01  -0.392317E+01   0.530394E-02   0.122456E+02   0.995414E+01   0.730870E+01   0.104405E+02   0.715499E+02
   0.184483E+03   0.119305E+02   0.181259E+01   0.117076E+00   0.177013E+01  -0.397731E+01   0.624114E-02   0.136963E+02   0.101424E+02   0.802248E+01   0.910249E+01   0.709649E+02
   0.176289E+03   0.119305E+02   0.144465E+01   0.960178E-01   0.184623E+01  -0.401418E+01   0.624114E-02   0.136963E+02   0.917046E+01   0.694176E+01   0.984163E+01   0.700144E+02
   0.159302E+03   0.213481E+02   0.156348E+01   0.419181E+00   0.156840E+01  -0.448732E+01   0.333724E-02   0.112390E+02   0.984078E+01   0.680724E+01   0.874645E+01   0.718235E+02
   0.159302E+03   0.161239E+02   0.118475E+01   0.511593E+00   0.123476E+01  -0.449318E+01   0.422819E-02   0.923163E+01   0.984078E+01   0.718457E+01   0.830102E+01   0.720383E+02
   0.180278E+03   0.172510E+02   0.140373E+01   0.861532E+00   0.126630E+01  -0.474089E+01   0.422819E-02   0.856873E+01   0.984078E+01   0.724783E+01   0.827765E+01   0.721101E+02
   0.181718E+03   0.119657E+02   0.162414E+01   0.104917E+01   0.119721E+01  -0.476917E+01   0.143730E-02   0.856873E+01   0.102907E+02   0.886291E+01   0.891233E+01   0.736321E+02
   0.188225E+03   0.109972E+02   0.180725E+01   0.140493E+01   0.121091E+01  -0.441424E+01   0.143730E-02   0.837674E+01   0.107796E+02   0.888805E+01   0.891233E+01   0.735179E+02
   0.180068E+03   0.141471E+02   0.154353E+01   0.143507E+01   0.147949E+01  -0.403957E+01   0.143730E-02   0.773759E+01   0.113310E+02   0.924439E+01   0.804793E+01   0.727209E+02
   0.198362E+03   0.134673E+02   0.131112E+01   0.145073E+01   0.140137E+01  -0.411355E+01   0.143730E-02   0.842611E+01   0.113310E+02   0.100518E+02   0.830909E+01   0.731088E+02
   0.190123E+03   0.191586E+02   0.183741E+01   0.145073E+01   0.779625E+00  -0.425998E+01   0.143730E-02   0.842611E+01   0.120066E+02   0.921466E+01   0.884073E+01   0.728069E+02
   0.177447E+03   0.191586E+02   0.179701E+01   0.182186E+01   0.106343E+01  -0.406854E+01   0.647545E-03   0.829176E+01   0.120066E+02   0.916859E+01   0.105683E+02   0.729613E+02
   0.175677E+03   0.154198E+02   0.193008E+01   0.154813E+01   0.148043E+01  -0.368894E+01   0.217015E-02   0.728897E+01   0.120066E+02   0.783727E+01   0.102479E+02   0.718407E+02
   0.146149E+03   0.200348E+02   0.174083E+01   0.122408E+01   0.158679E+01  -0.370560E+01   0.217015E-02   0.733739E+01   0.120066E+02   0.765449E+01   0.102479E+02   0.716135E+02
   0.141431E+03   0.223634E+02   0.178123E+01   0.937446E+00   0.164346E+01  -0.329568E+01   0.217015E-02   0.733739E+01   0.120066E+02   0.740128E+01   0.861793E+01   0.712989E+02
