Km_SU1_Rh_a0   Km_SU2_Rh_a0   Km_SU1_Ai_a0   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.404479E+02   0.385175E+02   0.246815E+02   0.203597E+00   0.236419E-02   0.857878E-02   0.770856E-02   0.332710E-01   0.204436E+02
   0.404479E+02   0.385175E+02   0.244090E+02   0.203468E+00   0.136227E-02   0.758590E-02   0.770856E-02   0.332710E-01   0.205341E+02
   0.404479E+02   0.385175E+02   0.239181E+02   0.203468E+00   0.103488E-02   0.897386E-02   0.770856E-02   0.359816E-01   0.191854E+02
   0.404479E+02   0.385175E+02   0.239181E+02   0.203468E+00   0.240884E-02   0.677173E-02   0.572036E-02   0.359816E-01   0.194671E+02
   0.404479E+02   0.385175E+02   0.239181E+02   0.205612E+00   0.172456E-02   0.897125E-02   0.247826E-02   0.362908E-01   0.208659E+02
   0.404479E+02   0.390204E+02   0.241262E+02   0.205612E+00   0.112471E-02   0.862508E-02   0.390789E-02   0.369785E-01   0.216651E+02
   0.404479E+02   0.390204E+02   0.241262E+02   0.208054E+00   0.314168E-03   0.909494E-02   0.618294E-02   0.374664E-01   0.226810E+02
   0.402520E+02   0.390204E+02   0.241262E+02   0.207860E+00   0.314168E-03   0.632281E-02   0.383048E-02   0.377246E-01   0.237993E+02
   0.402520E+02   0.378134E+02   0.241262E+02   0.207860E+00   0.314168E-03   0.104918E-01   0.383048E-02   0.393927E-01   0.218026E+02
   0.402520E+02   0.370119E+02   0.247165E+02   0.208304E+00   0.314168E-03   0.747216E-02   0.669918E-02   0.392848E-01   0.203686E+02
   0.407838E+02   0.370119E+02   0.247165E+02   0.211171E+00   0.314168E-03   0.777336E-02   0.384628E-02   0.383170E-01   0.195988E+02
   0.407838E+02   0.370119E+02   0.247165E+02   0.213592E+00   0.250486E-02   0.835926E-02   0.597319E-02   0.334393E-01   0.206150E+02
   0.407838E+02   0.370119E+02   0.247165E+02   0.217511E+00   0.223488E-02   0.835926E-02   0.131983E-02   0.328849E-01   0.225242E+02
   0.394238E+02   0.381211E+02   0.247165E+02   0.220125E+00   0.213392E-02   0.112655E-01   0.462654E-02   0.328849E-01   0.269111E+02
   0.394238E+02   0.374712E+02   0.247165E+02   0.223481E+00   0.213392E-02   0.102222E-01   0.477185E-02   0.325460E-01   0.264721E+02
   0.402244E+02   0.419234E+02   0.247165E+02   0.222578E+00   0.243462E-02   0.178213E-01   0.477185E-02   0.297382E-01   0.252798E+02
   0.396897E+02   0.405552E+02   0.247165E+02   0.222578E+00   0.243462E-02   0.143774E-01   0.314314E-02   0.257001E-01   0.287518E+02
   0.396897E+02   0.405552E+02   0.247165E+02   0.222086E+00   0.362252E-02   0.109393E-01   0.314314E-02   0.220265E-01   0.292649E+02
   0.396897E+02   0.383801E+02   0.247165E+02   0.223096E+00   0.584088E-02   0.109393E-01   0.932930E-02   0.223597E-01   0.286434E+02
   0.396897E+02   0.383801E+02   0.247165E+02   0.226155E+00   0.739393E-02   0.977837E-02   0.633293E-02   0.196402E-01   0.295382E+02
   0.396897E+02   0.383801E+02   0.247165E+02   0.226391E+00   0.104502E-01   0.919132E-02   0.803523E-02   0.202459E-01   0.290816E+02
   0.396897E+02   0.383801E+02   0.247165E+02   0.224261E+00   0.970581E-02   0.111202E-01   0.595046E-02   0.215770E-01   0.288127E+02
   0.397812E+02   0.383801E+02   0.247165E+02   0.226858E+00   0.104640E-01   0.113235E-01   0.443661E-02   0.206865E-01   0.293017E+02
   0.397812E+02   0.383801E+02   0.247165E+02   0.228383E+00   0.116985E-01   0.660059E-02   0.365097E-02   0.237840E-01   0.295198E+02
   0.397812E+02   0.380362E+02   0.247165E+02   0.227232E+00   0.116985E-01   0.966133E-02   0.521883E-02   0.217206E-01   0.287710E+02
   0.397812E+02   0.385097E+02   0.247165E+02   0.224916E+00   0.117577E-01   0.805728E-02   0.723396E-02   0.202503E-01   0.292030E+02
   0.397812E+02   0.386272E+02   0.247165E+02   0.224916E+00   0.903852E-02   0.494375E-02   0.596221E-02   0.227642E-01   0.297651E+02
   0.397812E+02   0.386272E+02   0.247165E+02   0.224375E+00   0.128206E-01   0.364196E-02   0.324396E-02   0.247633E-01   0.295266E+02
   0.397812E+02   0.386272E+02   0.254403E+02   0.222861E+00   0.806451E-02   0.192036E-02   0.334711E-02   0.238745E-01   0.290173E+02
   0.397812E+02   0.386272E+02   0.254403E+02   0.223444E+00   0.104821E-01   0.579072E-02   0.601248E-03   0.257043E-01   0.285684E+02
   0.399222E+02   0.394230E+02   0.254403E+02   0.223444E+00   0.128697E-01   0.335156E-02   0.601248E-03   0.266452E-01   0.288466E+02
   0.399222E+02   0.394230E+02   0.242253E+02   0.220131E+00   0.117475E-01   0.303489E-02   0.324916E-02   0.306943E-01   0.285773E+02
   0.399222E+02   0.394230E+02   0.249763E+02   0.219795E+00   0.133924E-01   0.395442E-02   0.129752E-02   0.324088E-01   0.281460E+02
   0.398782E+02   0.397571E+02   0.249763E+02   0.219654E+00   0.102784E-01   0.395442E-02   0.140186E-02   0.348354E-01   0.281159E+02
   0.398782E+02   0.397571E+02   0.249763E+02   0.220389E+00   0.114696E-01   0.119781E-02   0.166862E-02   0.309728E-01   0.287807E+02
   0.398782E+02   0.388346E+02   0.249763E+02   0.220389E+00   0.122273E-01   0.119781E-02   0.457423E-02   0.263001E-01   0.287634E+02
   0.398782E+02   0.394456E+02   0.250799E+02   0.224197E+00   0.277037E-02   0.119781E-02   0.313328E-02   0.227607E-01   0.308865E+02
   0.398782E+02   0.394456E+02   0.252529E+02   0.219633E+00   0.277037E-02   0.213954E-02   0.486563E-02   0.227607E-01   0.295977E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.219633E+00   0.431478E-03   0.378972E-02   0.324669E-02   0.150620E-01   0.312398E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.219516E+00   0.389867E-03   0.467447E-02   0.339758E-02   0.140621E-01   0.312160E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.221333E+00   0.389867E-03   0.605590E-02   0.361638E-02   0.120073E-01   0.316091E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.222692E+00   0.389867E-03   0.593516E-02   0.361638E-02   0.104739E-01   0.319930E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.222818E+00   0.391118E-02   0.609412E-02   0.740552E-03   0.673786E-02   0.323047E+02
   0.398782E+02   0.394456E+02   0.243833E+02   0.221544E+00   0.317462E-02   0.567452E-02   0.740552E-03   0.862398E-02   0.320308E+02
   0.398782E+02   0.383189E+02   0.243833E+02   0.226969E+00   0.489318E-02   0.226663E-02   0.740552E-03   0.523360E-02   0.326219E+02
   0.396159E+02   0.383189E+02   0.243134E+02   0.226515E+00   0.520000E-02   0.224987E-02   0.740552E-03   0.493981E-02   0.323346E+02
   0.396159E+02   0.384222E+02   0.245723E+02   0.222911E+00   0.727903E-02   0.224987E-02   0.100242E-02   0.763051E-02   0.316332E+02
   0.396159E+02   0.384222E+02   0.245723E+02   0.222911E+00   0.466775E-02   0.565890E-02   0.377094E-02   0.788802E-02   0.312508E+02
   0.396159E+02   0.384222E+02   0.245723E+02   0.222911E+00   0.602550E-02   0.881397E-02   0.382897E-02   0.496434E-02   0.310861E+02
   0.396159E+02   0.395580E+02   0.245723E+02   0.223968E+00   0.435817E-02   0.129905E-01   0.382897E-02   0.474399E-02   0.314855E+02
   0.396159E+02   0.395580E+02   0.245723E+02   0.224064E+00   0.684610E-02   0.114697E-01   0.442414E-02   0.885845E-02   0.309299E+02
   0.396159E+02   0.395580E+02   0.244823E+02   0.225292E+00   0.844316E-02   0.128541E-01   0.637960E-02   0.448404E-02   0.309952E+02
   0.401053E+02   0.395580E+02   0.242483E+02   0.225737E+00   0.249451E-02   0.106325E-01   0.253449E-02   0.502106E-02   0.320294E+02
   0.389921E+02   0.379756E+02   0.242483E+02   0.225744E+00   0.249451E-02   0.120669E-01   0.722152E-02   0.892320E-02   0.274030E+02
   0.389921E+02   0.386068E+02   0.242483E+02   0.224300E+00   0.409235E-02   0.120669E-01   0.824457E-02   0.357144E-02   0.282150E+02
   0.389921E+02   0.389495E+02   0.243884E+02   0.224300E+00   0.417380E-02   0.178482E-01   0.374470E-02   0.320439E-02   0.284521E+02
   0.389921E+02   0.389495E+02   0.243884E+02   0.223210E+00   0.159549E-03   0.130561E-01   0.227428E-02   0.746241E-03   0.295572E+02
   0.389921E+02   0.394139E+02   0.243884E+02   0.222581E+00   0.475805E-03   0.153979E-01   0.377132E-02   0.263452E-02   0.289620E+02
   0.389921E+02   0.395405E+02   0.243884E+02   0.223447E+00   0.837019E-03   0.170797E-01   0.377132E-02   0.263452E-02   0.288958E+02
   0.389921E+02   0.395405E+02   0.243884E+02   0.218124E+00   0.837019E-03   0.167408E-01   0.675818E-02   0.263452E-02   0.275107E+02
   0.393561E+02   0.395405E+02   0.243884E+02   0.218124E+00   0.837019E-03   0.166803E-01   0.595279E-02   0.263452E-02   0.295773E+02
   0.393561E+02   0.396656E+02   0.246246E+02   0.218124E+00   0.348991E-02   0.152754E-01   0.976085E-02   0.263452E-02   0.290999E+02
   0.393561E+02   0.396656E+02   0.243948E+02   0.219254E+00   0.588631E-02   0.122488E-01   0.902550E-02   0.482610E-02   0.292283E+02
   0.404739E+02   0.409530E+02   0.243948E+02   0.219901E+00   0.588631E-02   0.128573E-01   0.727572E-02   0.394262E-02   0.281717E+02
   0.404739E+02   0.402561E+02   0.243948E+02   0.220734E+00   0.101584E-01   0.793464E-02   0.458535E-02   0.116742E-01   0.287231E+02
   0.404739E+02   0.402561E+02   0.241518E+02   0.223517E+00   0.819438E-02   0.867478E-02   0.458535E-02   0.115794E-01   0.290232E+02
   0.398859E+02   0.396035E+02   0.241518E+02   0.223517E+00   0.897407E-02   0.122776E-01   0.107920E-01   0.701578E-02   0.299558E+02
   0.398859E+02   0.397818E+02   0.241518E+02   0.221365E+00   0.683814E-02   0.119749E-01   0.107920E-01   0.428971E-03   0.304679E+02
   0.398859E+02   0.397818E+02   0.241518E+02   0.218578E+00   0.605043E-02   0.842277E-02   0.992334E-02   0.389559E-02   0.300754E+02
   0.407490E+02   0.397818E+02   0.242992E+02   0.215447E+00   0.432666E-02   0.103587E-01   0.168286E-01   0.381162E-02   0.260551E+02
   0.407490E+02   0.409810E+02   0.242992E+02   0.215447E+00   0.586789E-03   0.142631E-01   0.207551E-01   0.292231E-02   0.244993E+02
   0.407354E+02   0.409810E+02   0.249726E+02   0.218697E+00   0.262305E-02   0.145923E-01   0.190695E-01   0.365608E-02   0.252076E+02
   0.407354E+02   0.409810E+02   0.249726E+02   0.226045E+00   0.520111E-02   0.133684E-01   0.153376E-01   0.658239E-02   0.265502E+02
   0.406829E+02   0.409810E+02   0.249726E+02   0.225929E+00   0.532727E-02   0.122107E-01   0.132956E-01   0.949858E-02   0.268780E+02
   0.406829E+02   0.388058E+02   0.249726E+02   0.225908E+00   0.598293E-02   0.128603E-01   0.180805E-01   0.869230E-02   0.273549E+02
   0.400291E+02   0.388058E+02   0.249726E+02   0.224006E+00   0.541186E-02   0.151259E-01   0.210651E-01   0.458741E-02   0.290771E+02
   0.397029E+02   0.388058E+02   0.243677E+02   0.227209E+00   0.690775E-02   0.118260E-01   0.261211E-01   0.277447E-02   0.294829E+02
   0.402113E+02   0.401838E+02   0.252613E+02   0.234089E+00   0.261761E-02   0.118260E-01   0.261211E-01   0.518496E-02   0.288623E+02
   0.402113E+02   0.401838E+02   0.251691E+02   0.230045E+00   0.104149E-02   0.126476E-01   0.270136E-01   0.418154E-02   0.290791E+02
   0.403851E+02   0.380583E+02   0.251691E+02   0.231213E+00   0.805805E-02   0.126476E-01   0.225674E-01   0.331959E-02   0.278594E+02
   0.403851E+02   0.392406E+02   0.253160E+02   0.233277E+00   0.669638E-02   0.626808E-02   0.193811E-01   0.158843E-02   0.297654E+02
   0.398761E+02   0.392406E+02   0.253160E+02   0.233559E+00   0.410439E-02   0.108082E-01   0.185370E-01   0.706124E-02   0.299008E+02
   0.398761E+02   0.392406E+02   0.253082E+02   0.232902E+00   0.410439E-02   0.680066E-02   0.173618E-01   0.523823E-02   0.306284E+02
   0.398761E+02   0.392858E+02   0.253082E+02   0.231683E+00   0.856818E-02   0.680066E-02   0.163873E-01   0.523823E-02   0.302952E+02
   0.398761E+02   0.392858E+02   0.253082E+02   0.237548E+00   0.926352E-02   0.144872E-02   0.163647E-01   0.851233E-02   0.301961E+02
   0.398897E+02   0.405626E+02   0.242488E+02   0.237548E+00   0.652212E-02   0.144872E-02   0.134300E-01   0.667735E-02   0.309060E+02
   0.398897E+02   0.405626E+02   0.250445E+02   0.235636E+00   0.735867E-02   0.144872E-02   0.173518E-01   0.439994E-02   0.306246E+02
   0.398897E+02   0.405626E+02   0.250445E+02   0.230256E+00   0.735867E-02   0.144872E-02   0.130247E-01   0.251529E-02   0.313241E+02
   0.398897E+02   0.405626E+02   0.250445E+02   0.228868E+00   0.181421E-02   0.144872E-02   0.137159E-01   0.251529E-02   0.317572E+02
   0.398897E+02   0.426935E+02   0.250445E+02   0.230860E+00   0.991269E-02   0.130337E-02   0.189761E-01   0.251529E-02   0.266562E+02
   0.398877E+02   0.371165E+02   0.250445E+02   0.234067E+00   0.721482E-02   0.130337E-02   0.159201E-01   0.251529E-02   0.290095E+02
   0.405887E+02   0.371165E+02   0.250445E+02   0.242501E+00   0.186809E-02   0.130337E-02   0.170351E-01   0.251529E-02   0.274351E+02
   0.405887E+02   0.393293E+02   0.250445E+02   0.243959E+00   0.152797E-02   0.130337E-02   0.170351E-01   0.761293E-03   0.298148E+02
   0.405887E+02   0.394279E+02   0.250445E+02   0.244215E+00   0.152797E-02   0.130337E-02   0.166772E-01   0.652057E-03   0.298216E+02
   0.405887E+02   0.394279E+02   0.250445E+02   0.247493E+00   0.152797E-02   0.158475E-02   0.157261E-01   0.429459E-02   0.289436E+02
   0.405887E+02   0.394279E+02   0.250445E+02   0.243638E+00   0.152797E-02   0.158475E-02   0.134521E-01   0.103397E-01   0.292364E+02
   0.405887E+02   0.394279E+02   0.250445E+02   0.242921E+00   0.288232E-03   0.366613E-02   0.283401E-02   0.909778E-02   0.304434E+02
   0.405887E+02   0.394279E+02   0.249280E+02   0.241799E+00   0.550183E-03   0.406796E-03   0.410390E-02   0.894189E-02   0.308659E+02
   0.405887E+02   0.394279E+02   0.249280E+02   0.237686E+00   0.550183E-03   0.631875E-03   0.239210E-02   0.587827E-02   0.317432E+02
   0.405887E+02   0.394279E+02   0.245324E+02   0.237261E+00   0.550183E-03   0.631875E-03   0.436289E-02   0.127890E-02   0.323096E+02
   0.405887E+02   0.394279E+02   0.245324E+02   0.241588E+00   0.550183E-03   0.520112E-02   0.106920E-01   0.127890E-02   0.307840E+02
   0.405887E+02   0.409857E+02   0.245324E+02   0.239454E+00   0.263551E-02   0.631227E-02   0.101376E-01   0.127890E-02   0.296928E+02
   0.405887E+02   0.409857E+02   0.245324E+02   0.242149E+00   0.263551E-02   0.535687E-02   0.509794E-02   0.127890E-02   0.299961E+02
   0.405887E+02   0.409857E+02   0.245324E+02   0.245633E+00   0.602140E-02   0.494811E-02   0.323798E-02   0.127890E-02   0.293674E+02
   0.403810E+02   0.409857E+02   0.245324E+02   0.241095E+00   0.949386E-02   0.858686E-02   0.503706E-02   0.748254E-03   0.299061E+02
   0.403810E+02   0.409857E+02   0.245324E+02   0.244409E+00   0.136291E-01   0.858686E-02   0.897155E-02   0.556590E-02   0.281521E+02
   0.403810E+02   0.409420E+02   0.246965E+02   0.240749E+00   0.862647E-02   0.692621E-02   0.178606E-01   0.689705E-02   0.283618E+02
   0.403810E+02   0.405981E+02   0.246965E+02   0.246145E+00   0.649979E-02   0.692621E-02   0.184864E-01   0.689705E-02   0.280668E+02
   0.403810E+02   0.396354E+02   0.246965E+02   0.251375E+00   0.635140E-02   0.803751E-02   0.180323E-01   0.562178E-02   0.275641E+02
   0.403810E+02   0.384376E+02   0.246965E+02   0.246804E+00   0.806694E-02   0.252451E-02   0.136615E-01   0.926290E-02   0.286823E+02
   0.403810E+02   0.384376E+02   0.246965E+02   0.246804E+00   0.306839E-02   0.252451E-02   0.173746E-01   0.140545E-01   0.283316E+02
   0.403810E+02   0.402213E+02   0.244413E+02   0.246555E+00   0.177056E-02   0.117189E-01   0.200142E-01   0.129402E-01   0.275111E+02
   0.403810E+02   0.402213E+02   0.244413E+02   0.242799E+00   0.139806E-02   0.117114E-01   0.176592E-01   0.160778E-01   0.281066E+02
   0.403810E+02   0.387728E+02   0.244413E+02   0.243150E+00   0.971520E-03   0.121282E-01   0.150622E-01   0.160778E-01   0.284534E+02
   0.410942E+02   0.402290E+02   0.244413E+02   0.243354E+00   0.251270E-02   0.149764E-01   0.913365E-02   0.346634E-02   0.262959E+02
   0.410942E+02   0.384118E+02   0.244413E+02   0.242266E+00   0.251270E-02   0.155305E-01   0.152843E-01   0.322029E-02   0.257167E+02
   0.410942E+02   0.397180E+02   0.244413E+02   0.242266E+00   0.251270E-02   0.165257E-01   0.207289E-01   0.476109E-02   0.252428E+02
   0.410942E+02   0.397180E+02   0.249303E+02   0.245513E+00   0.251270E-02   0.151943E-01   0.198597E-01   0.695655E-02   0.245805E+02
   0.404922E+02   0.376432E+02   0.249303E+02   0.246217E+00   0.251270E-02   0.151943E-01   0.154766E-01   0.795694E-02   0.264898E+02
   0.404922E+02   0.378438E+02   0.249303E+02   0.246217E+00   0.443510E-02   0.166593E-01   0.139472E-01   0.540857E-03   0.273484E+02
   0.406941E+02   0.378438E+02   0.249303E+02   0.246808E+00   0.497966E-02   0.166593E-01   0.112066E-01   0.540857E-03   0.266926E+02
   0.406941E+02   0.396103E+02   0.249303E+02   0.249000E+00   0.463877E-02   0.187131E-01   0.110770E-01   0.204213E-02   0.269522E+02
   0.390285E+02   0.392533E+02   0.249303E+02   0.244532E+00   0.463877E-02   0.215798E-01   0.586245E-02   0.856581E-04   0.278980E+02
   0.390285E+02   0.392533E+02   0.249303E+02   0.243103E+00   0.630486E-02   0.206222E-01   0.945288E-02   0.241033E-02   0.274469E+02
   0.402093E+02   0.392533E+02   0.249303E+02   0.244684E+00   0.115513E-01   0.171496E-01   0.945288E-02   0.510530E-02   0.286100E+02
   0.402093E+02   0.392533E+02   0.249303E+02   0.239252E+00   0.148223E-01   0.130148E-01   0.848591E-02   0.450698E-02   0.296141E+02
   0.402093E+02   0.392533E+02   0.249303E+02   0.241699E+00   0.166667E-01   0.130148E-01   0.200245E-02   0.320548E-02   0.299105E+02
   0.402093E+02   0.392533E+02   0.249303E+02   0.240832E+00   0.160687E-01   0.136545E-01   0.621903E-02   0.472023E-02   0.294474E+02
   0.402186E+02   0.388883E+02   0.242687E+02   0.240958E+00   0.161657E-01   0.136545E-01   0.753978E-02   0.472023E-02   0.292965E+02
   0.396213E+02   0.388920E+02   0.242687E+02   0.242592E+00   0.161657E-01   0.771786E-02   0.564263E-02   0.866976E-02   0.296042E+02
   0.399772E+02   0.388920E+02   0.242687E+02   0.242592E+00   0.182364E-01   0.563938E-02   0.621594E-02   0.100754E-01   0.295638E+02
   0.399772E+02   0.388920E+02   0.242687E+02   0.237367E+00   0.132405E-01   0.339719E-02   0.290905E-02   0.800520E-02   0.314400E+02
   0.399772E+02   0.382742E+02   0.241063E+02   0.237302E+00   0.132773E-01   0.224768E-02   0.284711E-02   0.540804E-02   0.311534E+02
   0.399772E+02   0.382742E+02   0.252356E+02   0.240072E+00   0.992565E-02   0.170405E-02   0.284711E-02   0.857433E-03   0.314642E+02
   0.399772E+02   0.382742E+02   0.241901E+02   0.244382E+00   0.109646E-01   0.542805E-02   0.629615E-02   0.968403E-03   0.304049E+02
   0.399772E+02   0.410040E+02   0.241901E+02   0.244380E+00   0.171171E-01   0.354089E-02   0.614859E-02   0.968403E-03   0.294983E+02
   0.396097E+02   0.397507E+02   0.241901E+02   0.239693E+00   0.171171E-01   0.431844E-02   0.410191E-02   0.968403E-03   0.310801E+02
   0.396097E+02   0.392490E+02   0.241901E+02   0.238961E+00   0.171171E-01   0.375163E-02   0.410191E-02   0.968403E-03   0.312601E+02
   0.396097E+02   0.374286E+02   0.241901E+02   0.235975E+00   0.253081E-01   0.188841E-02   0.410191E-02   0.968403E-03   0.290211E+02
   0.396097E+02   0.395153E+02   0.237103E+02   0.238275E+00   0.247595E-01   0.748155E-03   0.173397E-02   0.968403E-03   0.300035E+02
   0.396097E+02   0.399099E+02   0.247292E+02   0.234076E+00   0.219307E-01   0.748155E-03   0.768871E-02   0.406396E-02   0.309029E+02
   0.396097E+02   0.381418E+02   0.247292E+02   0.234076E+00   0.185753E-01   0.748155E-03   0.211379E-02   0.932615E-02   0.306201E+02
   0.396097E+02   0.381561E+02   0.247292E+02   0.240629E+00   0.206919E-01   0.478403E-02   0.211379E-02   0.842904E-03   0.303718E+02
   0.406803E+02   0.381561E+02   0.247292E+02   0.234562E+00   0.152267E-01   0.478403E-02   0.211379E-02   0.243806E-02   0.295567E+02
   0.406803E+02   0.380947E+02   0.247292E+02   0.228262E+00   0.439045E-02   0.596826E-02   0.576058E-03   0.967952E-02   0.297100E+02
   0.406803E+02   0.403897E+02   0.247292E+02   0.228757E+00   0.114577E-03   0.596826E-02   0.576058E-03   0.799804E-02   0.306871E+02
   0.406803E+02   0.409498E+02   0.242409E+02   0.228648E+00   0.114577E-03   0.942690E-02   0.576058E-03   0.680552E-02   0.296233E+02
   0.404544E+02   0.389997E+02   0.242409E+02   0.235319E+00   0.175595E-03   0.115223E-01   0.576058E-03   0.905210E-02   0.312670E+02
   0.399857E+02   0.389997E+02   0.242409E+02   0.233447E+00   0.175595E-03   0.170920E-01   0.576058E-03   0.838930E-02   0.317982E+02
   0.399857E+02   0.390524E+02   0.242409E+02   0.230887E+00   0.347081E-02   0.129535E-01   0.109621E-02   0.130254E-01   0.314055E+02
   0.399857E+02   0.390524E+02   0.242409E+02   0.232617E+00   0.470101E-02   0.102407E-01   0.109621E-02   0.123143E-01   0.316203E+02
   0.399857E+02   0.392166E+02   0.242409E+02   0.231456E+00   0.967418E-02   0.124015E-01   0.109621E-02   0.151017E-01   0.306770E+02
   0.399857E+02   0.392166E+02   0.242409E+02   0.239715E+00   0.967418E-02   0.264499E-02   0.109621E-02   0.132297E-01   0.313572E+02
   0.399857E+02   0.392194E+02   0.250147E+02   0.239715E+00   0.128761E-01   0.264499E-02   0.649083E-02   0.120930E-01   0.304636E+02
   0.399857E+02   0.400342E+02   0.250147E+02   0.231868E+00   0.119435E-01   0.253618E-02   0.172497E-02   0.149104E-01   0.310762E+02
   0.399857E+02   0.400342E+02   0.250147E+02   0.227143E+00   0.119435E-01   0.908846E-02   0.172497E-02   0.111022E-01   0.306353E+02
   0.399857E+02   0.400342E+02   0.245573E+02   0.216949E+00   0.119435E-01   0.582180E-02   0.172497E-02   0.111894E-01   0.296447E+02
   0.396747E+02   0.400342E+02   0.245573E+02   0.220144E+00   0.170513E-01   0.582180E-02   0.349919E-02   0.631157E-02   0.300618E+02
   0.396747E+02   0.414114E+02   0.245573E+02   0.220144E+00   0.153089E-01   0.118606E-01   0.349919E-02   0.139476E-01   0.271451E+02
   0.396747E+02   0.414114E+02   0.245573E+02   0.220144E+00   0.127587E-01   0.638131E-02   0.189953E-02   0.414948E-02   0.290879E+02
   0.397059E+02   0.381725E+02   0.245573E+02   0.220586E+00   0.113203E-01   0.755307E-02   0.189953E-02   0.414948E-02   0.303754E+02
   0.397059E+02   0.388759E+02   0.245573E+02   0.224829E+00   0.598079E-02   0.985482E-02   0.189953E-02   0.548794E-02   0.318405E+02
   0.397059E+02   0.388759E+02   0.238927E+02   0.231085E+00   0.598079E-02   0.127648E-02   0.138517E-02   0.548794E-02   0.322286E+02
   0.397059E+02   0.388759E+02   0.233886E+02   0.237962E+00   0.984555E-02   0.127648E-02   0.138517E-02   0.112126E-01   0.295722E+02
   0.398264E+02   0.398894E+02   0.233886E+02   0.233811E+00   0.838787E-02   0.127648E-02   0.138517E-02   0.858363E-02   0.302286E+02
   0.398264E+02   0.398894E+02   0.252506E+02   0.237818E+00   0.958917E-02   0.127648E-02   0.138517E-02   0.863549E-02   0.316267E+02
   0.398264E+02   0.398894E+02   0.252506E+02   0.235536E+00   0.110604E-01   0.127648E-02   0.138517E-02   0.704977E-02   0.317983E+02
   0.398264E+02   0.398894E+02   0.247261E+02   0.229798E+00   0.110604E-01   0.511641E-02   0.138517E-02   0.704977E-02   0.321145E+02
   0.398264E+02   0.398894E+02   0.244855E+02   0.227851E+00   0.868623E-02   0.511641E-02   0.466504E-02   0.704977E-02   0.319526E+02
   0.398264E+02   0.398894E+02   0.244855E+02   0.228851E+00   0.200685E-02   0.669755E-02   0.618507E-02   0.704977E-02   0.323604E+02
   0.398264E+02   0.385124E+02   0.249077E+02   0.230050E+00   0.304789E-02   0.125647E-01   0.527241E-02   0.108877E-01   0.308757E+02
   0.398264E+02   0.385124E+02   0.249077E+02   0.228594E+00   0.127879E-02   0.152766E-01   0.527241E-02   0.172712E-01   0.300864E+02
   0.398264E+02   0.385124E+02   0.249077E+02   0.224581E+00   0.127879E-02   0.135087E-01   0.527241E-02   0.161361E-01   0.300375E+02
   0.398264E+02   0.385124E+02   0.249077E+02   0.230086E+00   0.127879E-02   0.135952E-01   0.527241E-02   0.187022E-01   0.301691E+02
   0.398264E+02   0.385124E+02   0.243986E+02   0.230086E+00   0.127879E-02   0.154041E-01   0.133856E-02   0.214152E-01   0.303367E+02
   0.398264E+02   0.385124E+02   0.247939E+02   0.228117E+00   0.127879E-02   0.212863E-01   0.133856E-02   0.214152E-01   0.296563E+02
   0.398264E+02   0.403245E+02   0.247939E+02   0.228117E+00   0.492877E-02   0.220542E-01   0.133856E-02   0.242880E-01   0.289369E+02
   0.398264E+02   0.403245E+02   0.247939E+02   0.236518E+00   0.492877E-02   0.194131E-01   0.133856E-02   0.128676E-01   0.302682E+02
   0.398264E+02   0.403245E+02   0.252656E+02   0.236518E+00   0.139091E-02   0.110584E-01   0.133856E-02   0.128676E-01   0.308717E+02
   0.398264E+02   0.403245E+02   0.243659E+02   0.231624E+00   0.139091E-02   0.720566E-02   0.133856E-02   0.128676E-01   0.319894E+02
   0.398264E+02   0.394649E+02   0.245830E+02   0.240501E+00   0.506698E-02   0.720566E-02   0.133856E-02   0.134745E-01   0.314303E+02
   0.402195E+02   0.394649E+02   0.245830E+02   0.239787E+00   0.506698E-02   0.162755E-01   0.133856E-02   0.134745E-01   0.302833E+02
   0.402195E+02   0.394649E+02   0.248104E+02   0.245034E+00   0.765006E-02   0.202079E-01   0.622414E-02   0.134745E-01   0.283034E+02
   0.402195E+02   0.394649E+02   0.248104E+02   0.247821E+00   0.116291E-01   0.194156E-01   0.399529E-02   0.217115E-01   0.268419E+02
   0.402195E+02   0.394649E+02   0.244521E+02   0.251158E+00   0.713501E-02   0.194156E-01   0.474786E-02   0.217115E-01   0.264933E+02
   0.402195E+02   0.394649E+02   0.244521E+02   0.243457E+00   0.443622E-02   0.298912E-01   0.125350E-02   0.213429E-01   0.276737E+02
   0.402195E+02   0.394649E+02   0.244521E+02   0.243457E+00   0.443622E-02   0.298912E-01   0.927650E-03   0.133744E-01   0.285032E+02
   0.402195E+02   0.394649E+02   0.253605E+02   0.243457E+00   0.443622E-02   0.300312E-01   0.927650E-03   0.167180E-01   0.274478E+02
   0.402195E+02   0.394649E+02   0.253605E+02   0.236376E+00   0.546045E-02   0.300312E-01   0.927650E-03   0.199027E-01   0.278050E+02
   0.402195E+02   0.390087E+02   0.253605E+02   0.236376E+00   0.546045E-02   0.251338E-01   0.927650E-03   0.235307E-01   0.278569E+02
