Km_SU1_Rh_a0   Km_SU2_Rh_a0   Km_SU1_Ai_a0   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.386021E+02   0.399280E+02   0.248777E+02   0.243509E+00   0.129427E-02   0.618881E-02   0.468205E-02   0.173696E-01   0.254315E+02
   0.406184E+02   0.404404E+02   0.252254E+02   0.243509E+00   0.556353E-02   0.611347E-02   0.468205E-02   0.155027E-01   0.279780E+02
   0.401843E+02   0.394428E+02   0.252254E+02   0.221680E+00   0.556353E-02   0.611347E-02   0.468205E-02   0.167208E-01   0.296613E+02
   0.401843E+02   0.396900E+02   0.252254E+02   0.237004E+00   0.556353E-02   0.611347E-02   0.833582E-02   0.225740E-01   0.293512E+02
   0.401843E+02   0.396900E+02   0.252254E+02   0.237004E+00   0.824891E-02   0.611347E-02   0.708680E-02   0.225740E-01   0.292076E+02
   0.398203E+02   0.396900E+02   0.252254E+02   0.237004E+00   0.824891E-02   0.176394E-01   0.708680E-02   0.130130E-01   0.292717E+02
   0.398203E+02   0.396900E+02   0.257093E+02   0.240440E+00   0.106807E-01   0.153880E-01   0.708680E-02   0.185653E-01   0.274716E+02
   0.398203E+02   0.396900E+02   0.248093E+02   0.226239E+00   0.106807E-01   0.153880E-01   0.708680E-02   0.185653E-01   0.292268E+02
   0.398203E+02   0.388160E+02   0.248093E+02   0.226239E+00   0.972855E-03   0.333757E-01   0.982959E-02   0.518665E-02   0.293311E+02
   0.398203E+02   0.402468E+02   0.248093E+02   0.234584E+00   0.972855E-03   0.282612E-01   0.200332E-01   0.518665E-02   0.288273E+02
   0.398203E+02   0.402468E+02   0.248093E+02   0.234584E+00   0.359614E-02   0.206183E-01   0.130127E-01   0.518665E-02   0.300313E+02
   0.398203E+02   0.402468E+02   0.248093E+02   0.234584E+00   0.359614E-02   0.207946E-01   0.130127E-01   0.518665E-02   0.300137E+02
   0.398203E+02   0.402468E+02   0.245179E+02   0.234584E+00   0.359614E-02   0.207946E-01   0.176781E-02   0.518665E-02   0.311956E+02
   0.398203E+02   0.402468E+02   0.245179E+02   0.247051E+00   0.359614E-02   0.207946E-01   0.176781E-02   0.518665E-02   0.296179E+02
   0.397963E+02   0.402468E+02   0.245179E+02   0.231515E+00   0.359614E-02   0.839527E-02   0.176781E-02   0.518665E-02   0.324917E+02
   0.397963E+02   0.402468E+02   0.245179E+02   0.231515E+00   0.359614E-02   0.839527E-02   0.176781E-02   0.511855E-02   0.324985E+02
   0.397963E+02   0.402468E+02   0.245179E+02   0.227143E+00   0.359614E-02   0.839527E-02   0.215560E-03   0.511855E-02   0.324951E+02
   0.397963E+02   0.399190E+02   0.245179E+02   0.230349E+00   0.359614E-02   0.213277E-01   0.215560E-03   0.393878E-02   0.316696E+02
   0.397963E+02   0.399190E+02   0.247198E+02   0.237493E+00   0.359614E-02   0.166982E-01   0.215560E-03   0.432619E-02   0.318268E+02
   0.397963E+02   0.399190E+02   0.238503E+02   0.237493E+00   0.866574E-02   0.113590E-01   0.215560E-03   0.432619E-02   0.309092E+02
   0.397963E+02   0.411925E+02   0.238503E+02   0.237493E+00   0.216429E-02   0.772364E-02   0.445664E-02   0.432619E-02   0.302687E+02
   0.397963E+02   0.411925E+02   0.238503E+02   0.235274E+00   0.216429E-02   0.142207E-01   0.445664E-02   0.432619E-02   0.297357E+02
   0.397963E+02   0.401650E+02   0.245566E+02   0.235274E+00   0.216429E-02   0.365301E-02   0.445664E-02   0.432619E-02   0.328961E+02
   0.403486E+02   0.401650E+02   0.245566E+02   0.235274E+00   0.216429E-02   0.365301E-02   0.445664E-02   0.432619E-02   0.322367E+02
   0.403486E+02   0.402529E+02   0.245566E+02   0.235274E+00   0.216429E-02   0.365301E-02   0.469960E-02   0.432619E-02   0.321487E+02
   0.403486E+02   0.402529E+02   0.245566E+02   0.234009E+00   0.585586E-02   0.365301E-02   0.469960E-02   0.432619E-02   0.318293E+02
   0.402188E+02   0.402529E+02   0.247918E+02   0.234009E+00   0.383607E-02   0.365301E-02   0.836056E-02   0.432619E-02   0.319374E+02
   0.402188E+02   0.402529E+02   0.247918E+02   0.234009E+00   0.383607E-02   0.314697E-02   0.836056E-02   0.472178E-02   0.319484E+02
   0.394456E+02   0.402529E+02   0.247918E+02   0.234009E+00   0.383607E-02   0.314697E-02   0.836056E-02   0.167928E-01   0.305361E+02
   0.403161E+02   0.402529E+02   0.238203E+02   0.236206E+00   0.383607E-02   0.314697E-02   0.263770E-02   0.421616E-02   0.312191E+02
   0.403161E+02   0.369969E+02   0.232159E+02   0.236206E+00   0.383607E-02   0.495373E-02   0.425614E-02   0.421616E-02   0.267111E+02
   0.403161E+02   0.369969E+02   0.232159E+02   0.236206E+00   0.120179E-02   0.169178E-01   0.502037E-02   0.421616E-02   0.257017E+02
   0.403161E+02   0.369969E+02   0.249967E+02   0.236206E+00   0.120179E-02   0.169178E-01   0.287500E-01   0.277748E-01   0.233702E+02
   0.399304E+02   0.371604E+02   0.249967E+02   0.236206E+00   0.120179E-02   0.169178E-01   0.361104E-01   0.277748E-01   0.235706E+02
   0.399304E+02   0.371604E+02   0.249967E+02   0.247857E+00   0.170782E-02   0.210520E-01   0.367448E-01   0.277748E-01   0.216136E+02
   0.399304E+02   0.371604E+02   0.249125E+02   0.247857E+00   0.170782E-02   0.210520E-01   0.361435E-01   0.166720E-01   0.228554E+02
   0.399304E+02   0.409047E+02   0.241032E+02   0.238242E+00   0.170782E-02   0.210520E-01   0.361435E-01   0.166720E-01   0.254981E+02
   0.399304E+02   0.417859E+02   0.241032E+02   0.240056E+00   0.170782E-02   0.163373E-01   0.196079E-01   0.166720E-01   0.260912E+02
   0.399304E+02   0.417942E+02   0.246023E+02   0.237403E+00   0.170782E-02   0.247777E-01   0.196079E-01   0.927312E-02   0.266215E+02
   0.399304E+02   0.378778E+02   0.246023E+02   0.237403E+00   0.532045E-02   0.183026E-01   0.202236E-01   0.927312E-02   0.280915E+02
   0.399304E+02   0.402324E+02   0.246023E+02   0.237403E+00   0.532045E-02   0.165860E-02   0.628041E-02   0.177928E-01   0.310764E+02
   0.399304E+02   0.393941E+02   0.240718E+02   0.250236E+00   0.532045E-02   0.165860E-02   0.628041E-02   0.440113E-02   0.301815E+02
   0.400652E+02   0.393941E+02   0.240718E+02   0.246521E+00   0.532045E-02   0.165860E-02   0.233283E-02   0.318469E-03   0.316833E+02
   0.400652E+02   0.394093E+02   0.255425E+02   0.227158E+00   0.532045E-02   0.165860E-02   0.233283E-02   0.314304E-03   0.322926E+02
