a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.971563E+02  0.353016E+00  0.682527E+01  0.668148E-03  0.711267E+01  0.757545E+01  0.218854E+02  0.151709E+02  0.170249E+03
  0.971563E+02 -0.356953E+00 -0.471853E+01  0.668148E-03  0.907001E+01  0.897798E+01  0.231968E+02  0.157209E+02  0.172732E+03
  0.971563E+02  0.208234E+01 -0.248216E+01  0.668148E-03  0.105496E+02  0.897798E+01  0.196488E+02  0.151574E+02  0.174606E+03
  0.971563E+02  0.208234E+01 -0.248216E+01  0.668148E-03  0.109519E+02  0.897798E+01  0.168182E+02  0.139927E+02  0.175425E+03
  0.971563E+02  0.208234E+01 -0.548301E+01  0.668148E-03  0.126148E+02  0.897798E+01  0.167625E+02  0.157750E+02  0.174368E+03
  0.971563E+02  0.208234E+01 -0.528312E+01  0.668148E-03  0.135109E+02  0.874184E+01  0.167625E+02  0.183619E+02  0.173185E+03
  0.971563E+02  0.208234E+01  0.392368E+01  0.668148E-03  0.132854E+02  0.904414E+01  0.193159E+02  0.184172E+02  0.172124E+03
  0.971563E+02  0.250989E+01  0.104670E+02  0.668148E-03  0.132651E+02  0.804191E+01  0.182405E+02  0.184172E+02  0.169207E+03
  0.971563E+02  0.250989E+01 -0.235717E+01  0.668148E-03  0.129390E+02  0.947805E+01  0.182405E+02  0.188467E+02  0.173216E+03
  0.971563E+02  0.184569E+01 -0.699453E+01  0.668148E-03  0.133263E+02  0.793452E+01  0.188686E+02  0.172330E+02  0.172415E+03
  0.971563E+02  0.184569E+01 -0.104116E+02  0.668148E-03  0.120754E+02  0.873113E+01  0.194878E+02  0.160699E+02  0.172557E+03
  0.971563E+02  0.184569E+01 -0.821991E+01  0.668148E-03  0.115951E+02  0.873113E+01  0.204553E+02  0.148792E+02  0.173141E+03
  0.971563E+02  0.184569E+01  0.532106E+00  0.668148E-03  0.106575E+02  0.937799E+01  0.215088E+02  0.167035E+02  0.173520E+03
  0.971563E+02  0.184569E+01  0.532106E+00  0.668148E-03  0.817329E+01  0.898500E+01  0.215088E+02  0.167035E+02  0.173278E+03
  0.971563E+02  0.184569E+01  0.532106E+00  0.409468E-03  0.885682E+01  0.703168E+01  0.231931E+02  0.150133E+02  0.170850E+03
  0.971563E+02 -0.598067E-02 -0.664404E+00  0.409468E-03  0.962243E+01  0.703168E+01  0.231931E+02  0.163138E+02  0.170869E+03
  0.971563E+02 -0.598067E-02 -0.664404E+00  0.409468E-03  0.100056E+02  0.996477E+01  0.234572E+02  0.167598E+02  0.171821E+03
  0.971563E+02  0.406567E+00  0.640043E+01  0.409468E-03  0.100056E+02  0.841900E+01  0.244817E+02  0.167598E+02  0.169186E+03
  0.971563E+02  0.406567E+00  0.640043E+01  0.409468E-03  0.966876E+01  0.841900E+01  0.224920E+02  0.183484E+02  0.169795E+03
  0.971563E+02  0.406567E+00 -0.118010E+00  0.409468E-03  0.966876E+01  0.910389E+01  0.233828E+02  0.191111E+02  0.171195E+03
  0.971563E+02  0.406567E+00 -0.422302E+01  0.409468E-03  0.939385E+01  0.102430E+02  0.215116E+02  0.148037E+02  0.172820E+03
  0.971563E+02  0.406567E+00 -0.422302E+01  0.409468E-03  0.939385E+01  0.951580E+01  0.192866E+02  0.128216E+02  0.173653E+03
  0.971563E+02  0.406567E+00 -0.175263E+01  0.409468E-03  0.991139E+01  0.861428E+01  0.192866E+02  0.129244E+02  0.173804E+03
  0.971563E+02  0.747465E+00  0.427638E+01  0.392951E-03  0.107917E+02  0.123279E+02  0.189467E+02  0.127539E+02  0.171930E+03
  0.971563E+02 -0.454984E+00  0.488021E+01  0.461478E-03  0.117239E+02  0.128347E+02  0.174467E+02  0.127539E+02  0.172163E+03
  0.971563E+02 -0.454984E+00  0.488021E+01  0.461478E-03  0.117239E+02  0.146926E+02  0.174467E+02  0.126282E+02  0.170924E+03
  0.971563E+02  0.186679E+01 -0.457246E+01  0.461478E-03  0.976665E+01  0.162456E+02  0.174467E+02  0.129062E+02  0.171281E+03
  0.974059E+02  0.186679E+01 -0.457246E+01  0.461478E-03  0.976665E+01  0.170380E+02  0.164723E+02  0.119787E+02  0.170591E+03
  0.974059E+02 -0.110722E+00 -0.457246E+01  0.461478E-03  0.104024E+02  0.165157E+02  0.175987E+02  0.143949E+02  0.171197E+03
  0.974059E+02 -0.110722E+00 -0.457246E+01  0.461478E-03  0.102265E+02  0.156232E+02  0.146192E+02  0.133403E+02  0.172362E+03
  0.974059E+02 -0.110722E+00 -0.158170E+00  0.707898E-03  0.106357E+02  0.164425E+02  0.123688E+02  0.161017E+02  0.171714E+03
  0.970853E+02 -0.110722E+00  0.162884E+01  0.707898E-03  0.115407E+02  0.154824E+02  0.143312E+02  0.177156E+02  0.171567E+03
  0.970853E+02 -0.110722E+00  0.162884E+01  0.707898E-03  0.117443E+02  0.145263E+02  0.143312E+02  0.188315E+02  0.171831E+03
  0.970853E+02 -0.110722E+00  0.162884E+01  0.468081E-03  0.129699E+02  0.151710E+02  0.157693E+02  0.146273E+02  0.171503E+03
  0.970853E+02 -0.164276E+01 -0.649650E+00  0.468081E-03  0.156324E+02  0.151710E+02  0.165333E+02  0.146273E+02  0.169125E+03
  0.975007E+02 -0.369781E+01 -0.649650E+00  0.468081E-03  0.137621E+02  0.151710E+02  0.189228E+02  0.146273E+02  0.168514E+03
  0.975007E+02  0.329240E+01 -0.649650E+00  0.417041E-03  0.122372E+02  0.156700E+02  0.214615E+02  0.168439E+02  0.168607E+03
  0.975007E+02  0.329240E+01 -0.649650E+00  0.417041E-03  0.102470E+02  0.156143E+02  0.201061E+02  0.176347E+02  0.169721E+03
  0.975007E+02  0.329240E+01 -0.649650E+00  0.417041E-03  0.856660E+01  0.156850E+02  0.185511E+02  0.197239E+02  0.169421E+03
  0.975007E+02  0.329240E+01  0.115438E+00  0.417041E-03  0.843658E+01  0.156487E+02  0.179439E+02  0.163845E+02  0.170655E+03
  0.975007E+02  0.329240E+01  0.115438E+00  0.901680E-03  0.843658E+01  0.156487E+02  0.166883E+02  0.213971E+02  0.168528E+03
  0.975007E+02  0.329240E+01 -0.112030E+02  0.901680E-03  0.654148E+01  0.150546E+02  0.166883E+02  0.213971E+02  0.166071E+03
  0.976705E+02  0.329240E+01 -0.458717E+01  0.702580E-03  0.669797E+01  0.144267E+02  0.144075E+02  0.232292E+02  0.168841E+03
  0.973526E+02 -0.312710E+01 -0.709318E+01  0.702580E-03  0.669797E+01  0.144267E+02  0.137384E+02  0.232292E+02  0.167435E+03
  0.973526E+02  0.358863E+01 -0.913049E+01  0.702580E-03  0.860806E+01  0.141999E+02  0.141809E+02  0.222896E+02  0.169900E+03
  0.973526E+02 -0.238679E+01 -0.147686E+01  0.702580E-03  0.102055E+02  0.137933E+02  0.141809E+02  0.212861E+02  0.171482E+03
  0.973526E+02 -0.238679E+01 -0.147686E+01  0.702580E-03  0.910894E+01  0.112996E+02  0.144412E+02  0.200777E+02  0.173328E+03
  0.973526E+02  0.452009E+01 -0.147686E+01  0.639035E-03  0.927201E+01  0.118199E+02  0.144412E+02  0.165856E+02  0.174454E+03
  0.973526E+02  0.227578E+01 -0.505164E+00  0.639035E-03  0.993178E+01  0.117116E+02  0.165302E+02  0.174382E+02  0.175014E+03
  0.973526E+02  0.227578E+01 -0.505164E+00  0.639035E-03  0.116525E+02  0.111183E+02  0.144072E+02  0.179326E+02  0.174878E+03
  0.973526E+02  0.227578E+01  0.282427E+01  0.414773E-03  0.120104E+02  0.116380E+02  0.144072E+02  0.188656E+02  0.172817E+03
  0.973526E+02 -0.177080E+01  0.282427E+01  0.414773E-03  0.129433E+02  0.116380E+02  0.164015E+02  0.202805E+02  0.170948E+03
  0.973526E+02 -0.177080E+01 -0.547372E+01  0.414773E-03  0.124827E+02  0.120644E+02  0.143463E+02  0.168415E+02  0.172088E+03
