Kmin_a0        Kmin_a1        Kmin_a2        Kmin_a3        Kmin_a4        Kmin_a5        Kmin_a6        Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.309824E+02  -0.796454E+00  -0.597460E+01   0.843730E+01   0.898124E+01   0.388912E+01   0.748316E+00   0.169103E-01   0.179071E-01   0.237497E-02   0.260837E-03   0.789519E-02  -0.848154E+03   0.155769E+02   0.000000E+00  -0.863731E+03   0.172746E+04
   0.295795E+02   0.412645E+00  -0.388974E+01   0.903234E+01   0.755186E+01   0.586843E+01  -0.170698E+01   0.692664E-02   0.610452E-02   0.311760E-02   0.164105E-01   0.384773E-02  -0.850691E+03   0.154726E+02   0.000000E+00  -0.866164E+03   0.173233E+04
   0.299781E+02   0.412645E+00  -0.300287E+01   0.719500E+01   0.839013E+01   0.484836E+01   0.849585E+00   0.195425E-01   0.114127E-01   0.202689E-01   0.288576E-01   0.192399E-03  -0.850739E+03   0.123475E+02   0.000000E+00  -0.863087E+03   0.172617E+04
   0.301241E+02   0.619785E+00  -0.448197E+01   0.764266E+01   0.912117E+01   0.430825E+01  -0.194567E+01   0.848040E-02   0.101293E-01   0.781671E-02   0.164072E-01   0.153736E-01  -0.848310E+03   0.134480E+02   0.000000E+00  -0.861758E+03   0.172352E+04
   0.296416E+02   0.619785E+00  -0.372424E+01   0.423189E+01   0.653846E+01   0.430825E+01  -0.450290E+01   0.137168E-01   0.164010E-03   0.735301E-02   0.649883E-02   0.118154E-01  -0.852219E+03   0.158376E+02   0.000000E+00  -0.868057E+03   0.173611E+04
   0.296416E+02   0.132664E+01  -0.429625E+01   0.438645E+01   0.973057E+01   0.934701E+01  -0.113629E+01   0.112490E-02   0.202654E-02   0.933772E-02   0.779559E-02   0.921363E-02  -0.850580E+03   0.155833E+02   0.000000E+00  -0.866163E+03   0.173233E+04
   0.304208E+02  -0.431454E+00  -0.536713E+01   0.668491E+01   0.871183E+01   0.807544E+01  -0.295633E+01   0.668992E-02   0.581809E-02   0.211170E-02   0.594325E-02   0.340942E-02  -0.848042E+03   0.166924E+02   0.000000E+00  -0.864734E+03   0.172947E+04
   0.306564E+02  -0.133101E+01  -0.536713E+01   0.644093E+01   0.871183E+01   0.387756E+01  -0.302065E+01   0.220203E-01   0.116215E-01   0.204289E-01   0.307260E-01   0.136255E-01  -0.853902E+03   0.107805E+02   0.000000E+00  -0.864682E+03   0.172936E+04
   0.303171E+02   0.450549E+00  -0.344519E+01   0.871091E+01   0.721360E+01   0.681804E+01  -0.901800E+00   0.321407E-02   0.302500E-02   0.423279E-03   0.928316E-02   0.863086E-02  -0.847611E+03   0.162845E+02   0.000000E+00  -0.863895E+03   0.172779E+04
   0.308800E+02   0.936170E+00  -0.294968E+01   0.992513E+01   0.787126E+01   0.738227E+01   0.404854E+00   0.105088E-01   0.165928E-02   0.106520E-01   0.113353E-01   0.292286E-02  -0.851536E+03   0.157637E+02   0.000000E+00  -0.867300E+03   0.173460E+04
   0.297593E+02   0.723351E-01  -0.483261E+01   0.529818E+01   0.983910E+01   0.682415E+01  -0.616761E+00   0.879566E-02   0.878259E-02   0.101311E-01   0.345925E-01   0.709979E-02  -0.850964E+03   0.123601E+02   0.000000E+00  -0.863324E+03   0.172665E+04
   0.302103E+02   0.358739E+00  -0.407687E+01   0.712174E+01   0.940891E+01   0.370844E+01  -0.198506E+01   0.655827E-02   0.107363E-01   0.112126E-02   0.527988E-01   0.636095E-02  -0.850783E+03   0.113189E+02   0.000000E+00  -0.862102E+03   0.172420E+04
   0.309208E+02  -0.288726E+00  -0.440255E+01   0.687323E+01   0.105337E+02   0.274634E+01  -0.171714E+01   0.199329E-01   0.100708E-01   0.129059E-02   0.870386E-02   0.398206E-02  -0.847920E+03   0.160159E+02   0.000000E+00  -0.863936E+03   0.172787E+04
   0.296212E+02   0.833523E+00  -0.380082E+01   0.831138E+01   0.681635E+01   0.912593E+00  -0.227286E+01   0.200696E-01   0.340036E-02   0.832472E-02   0.251552E-02   0.646924E-02  -0.850826E+03   0.163497E+02   0.000000E+00  -0.867176E+03   0.173435E+04
   0.300409E+02   0.763136E+00  -0.470870E+01   0.568656E+01   0.856155E+01   0.559153E+01  -0.199134E+01   0.104056E-01   0.182074E-01   0.836941E-02   0.257610E-01   0.647571E-03  -0.849204E+03   0.131221E+02   0.000000E+00  -0.862326E+03   0.172465E+04
   0.298261E+02   0.555254E+00  -0.500688E+01   0.895193E+01   0.765007E+01   0.617833E+01   0.889211E+00   0.805078E-02   0.815380E-02   0.134559E-01   0.442813E-02   0.647571E-03  -0.847994E+03   0.157521E+02   0.000000E+00  -0.863746E+03   0.172749E+04
   0.311004E+02  -0.382697E-01  -0.565567E+01   0.892695E+01   0.794212E+01   0.442696E+01  -0.332363E+00   0.136164E-02   0.805260E-02   0.205340E-01   0.168635E-02   0.349830E-03  -0.849411E+03   0.153584E+02   0.000000E+00  -0.864769E+03   0.172954E+04
   0.304277E+02  -0.200659E+00  -0.424619E+01   0.892695E+01   0.672238E+01   0.551075E+01  -0.145333E+01   0.431495E-02   0.207965E-01   0.923039E-02   0.271868E-02   0.328937E-02  -0.848828E+03   0.148172E+02   0.000000E+00  -0.863645E+03   0.172729E+04
   0.307293E+02   0.312083E+00  -0.363870E+01   0.612318E+01   0.104929E+02   0.461293E+01   0.796000E+00   0.189267E-01   0.172860E-01   0.124560E-01   0.134468E-01   0.346808E-02  -0.850432E+03   0.137550E+02   0.000000E+00  -0.864187E+03   0.172837E+04
   0.300117E+02  -0.355754E+00  -0.432340E+01   0.719963E+01   0.872977E+01   0.459655E+01   0.958054E+00   0.296982E-02   0.132012E-01   0.397116E-02   0.201173E-02   0.552004E-02  -0.845851E+03   0.159503E+02   0.000000E+00  -0.861801E+03   0.172360E+04
   0.309032E+02  -0.355754E+00  -0.320930E+01   0.755620E+01   0.907227E+01   0.726162E+01  -0.277742E+01   0.247850E-01   0.311984E-03   0.276278E-02   0.714401E-02   0.948223E-03  -0.848966E+03   0.173040E+02   0.000000E+00  -0.866270E+03   0.173254E+04
   0.306408E+02  -0.740098E+00  -0.288469E+01   0.667306E+01   0.783577E+01   0.634259E+01  -0.218372E+01   0.286165E-01   0.195241E-02   0.288178E-01   0.595573E-04   0.237156E-01  -0.852563E+03   0.129661E+02   0.000000E+00  -0.865529E+03   0.173106E+04
   0.306408E+02  -0.667052E+00  -0.327579E+01   0.679968E+01   0.992140E+01   0.452895E+01  -0.294040E+01   0.675495E-03   0.236270E-02   0.305404E-03   0.390704E-01   0.564367E-02  -0.852382E+03   0.136825E+02   0.000000E+00  -0.866064E+03   0.173213E+04
   0.305201E+02   0.260919E+00  -0.455764E+01   0.590245E+01   0.989407E+01   0.662982E+01   0.286906E+01   0.450783E-02   0.923324E-02   0.979000E-02   0.262382E-01   0.574306E-02  -0.851965E+03   0.133202E+02   0.000000E+00  -0.865285E+03   0.173057E+04
   0.305201E+02   0.124158E+01  -0.487721E+01   0.829599E+01   0.989407E+01   0.537545E+00  -0.153757E+01   0.151130E-01   0.843569E-02   0.852194E-02   0.156508E-01   0.242073E-01  -0.854035E+03   0.127391E+02   0.000000E+00  -0.866774E+03   0.173355E+04
   0.305201E+02  -0.693693E+00  -0.623426E+01   0.735266E+01   0.104390E+02   0.258514E+01  -0.157198E+01   0.133305E-01   0.190829E-01   0.174507E-01   0.627569E-02   0.988189E-02  -0.851121E+03   0.131516E+02   0.000000E+00  -0.864273E+03   0.172855E+04
   0.310142E+02   0.336523E+00  -0.522548E+01   0.828397E+01   0.113013E+02   0.524385E+01  -0.164699E+00   0.151512E-01   0.163121E-01   0.144099E-02   0.174939E-01   0.221156E-02  -0.849122E+03   0.146748E+02   0.000000E+00  -0.863797E+03   0.172759E+04
   0.300945E+02   0.702152E+00  -0.569006E+01   0.504661E+01   0.751741E+01   0.551972E+01  -0.274147E+01   0.196488E-01   0.197770E-01   0.175488E-01   0.219911E-01   0.682981E-02  -0.853483E+03   0.118060E+02   0.000000E+00  -0.865289E+03   0.173058E+04
   0.300277E+02   0.124661E+01  -0.222497E+01   0.754426E+01   0.810251E+01   0.414041E+01   0.105793E+01   0.229424E-01   0.148501E-01   0.986353E-02   0.278986E-02   0.996468E-02  -0.851084E+03   0.146739E+02   0.000000E+00  -0.865758E+03   0.173152E+04
   0.301178E+02  -0.390777E+00  -0.601974E+01   0.613004E+01   0.951042E+01   0.391197E+01   0.674688E+00   0.779206E-02   0.230553E-01   0.359408E-02   0.278986E-02   0.257763E-03  -0.847318E+03   0.154510E+02   0.000000E+00  -0.862769E+03   0.172554E+04
   0.299929E+02   0.299122E+00  -0.369571E+01   0.739702E+01   0.114897E+02   0.470553E+01  -0.185940E+00   0.109050E-01   0.487066E-02   0.405391E-04   0.100490E-01   0.223935E-01  -0.850839E+03   0.146853E+02   0.000000E+00  -0.865524E+03   0.173105E+04
   0.306263E+02   0.859421E+00  -0.427819E+01   0.610768E+01   0.108957E+02   0.459217E+01   0.126845E+01   0.727554E-02   0.153242E-02   0.425284E-02   0.163057E-02   0.272437E-01  -0.849916E+03   0.149547E+02   0.000000E+00  -0.864871E+03   0.172974E+04
   0.306263E+02  -0.586229E+00  -0.623696E+01   0.410187E+01   0.108957E+02   0.521094E+01   0.148428E+01   0.157366E-01   0.280030E-02   0.521290E-02   0.230572E-02   0.479302E-02  -0.850825E+03   0.169095E+02   0.000000E+00  -0.867734E+03   0.173547E+04
   0.301945E+02  -0.401382E+00  -0.623696E+01   0.419166E+01   0.111633E+02   0.739452E+01  -0.172846E+01   0.427826E-02   0.331153E-02   0.242125E-01   0.446688E-02   0.280673E-01  -0.854025E+03   0.124149E+02   0.000000E+00  -0.866440E+03   0.173288E+04
   0.296494E+02  -0.366760E+00  -0.569688E+01   0.650904E+01   0.103905E+02   0.548100E+01   0.971176E+00   0.218127E-02   0.331153E-02   0.437220E-02   0.818478E-02   0.375990E-02  -0.848656E+03   0.164578E+02   0.000000E+00  -0.865114E+03   0.173023E+04
   0.297389E+02  -0.366760E+00  -0.517961E+01   0.769563E+01   0.665500E+01   0.379528E+01   0.749703E+00   0.121723E-01   0.312968E-01   0.136386E-01   0.745969E-02   0.406021E-02  -0.850351E+03   0.127752E+02   0.000000E+00  -0.863126E+03   0.172625E+04
   0.297377E+02  -0.294542E+00  -0.560165E+01   0.597970E+01   0.743909E+01   0.612994E+01  -0.112308E+00   0.152016E-01   0.125520E-01   0.661552E-02   0.400927E-02   0.406021E-02  -0.847740E+03   0.156970E+02   0.000000E+00  -0.863437E+03   0.172687E+04
   0.308671E+02  -0.557723E+00  -0.462544E+01   0.791615E+01   0.856811E+01   0.484449E+01  -0.108764E+01   0.295735E-01   0.397963E-02   0.162860E-01   0.542383E-02   0.610516E-02  -0.849047E+03   0.152412E+02   0.000000E+00  -0.864288E+03   0.172858E+04
   0.298711E+02   0.486495E+00  -0.484093E+01   0.797220E+01   0.623778E+01   0.502575E+01  -0.242212E+00   0.906670E-02   0.243200E-01   0.583487E-02   0.156617E-01   0.901910E-02  -0.850602E+03   0.129371E+02   0.000000E+00  -0.863539E+03   0.172708E+04
   0.300496E+02   0.274905E+00  -0.439417E+01   0.596747E+01   0.107154E+02   0.839760E+01  -0.726492E+00   0.235482E-02   0.142426E-01   0.718324E-02   0.260288E-03   0.901910E-02  -0.849367E+03   0.153502E+02   0.000000E+00  -0.864717E+03   0.172943E+04
   0.305436E+02  -0.572768E+00  -0.476584E+01   0.536598E+01   0.787515E+01   0.826157E+01   0.351920E+01   0.464692E-02   0.490366E-02   0.727230E-02   0.554838E-02   0.680334E-02  -0.853539E+03   0.159679E+02   0.000000E+00  -0.869507E+03   0.173901E+04
   0.305436E+02  -0.903563E+00  -0.551073E+01   0.686124E+01   0.103490E+02   0.525827E+01  -0.194737E+01   0.185188E-01   0.102993E-01   0.694354E-02   0.540948E-02   0.467289E-02  -0.849044E+03   0.156882E+02   0.000000E+00  -0.864732E+03   0.172946E+04
   0.304056E+02  -0.492023E+00  -0.395925E+01   0.652524E+01   0.863135E+01   0.526066E+01  -0.215212E+01   0.232197E-01   0.167150E-01   0.344979E-01   0.560418E-02   0.121474E-01  -0.851624E+03   0.115242E+02   0.000000E+00  -0.863148E+03   0.172630E+04
   0.299992E+02   0.455624E+00  -0.483828E+01   0.703984E+01   0.863135E+01   0.472906E+01   0.166214E+01   0.453911E-02   0.658031E-02   0.101505E-01   0.121081E-01   0.658683E-02  -0.847209E+03   0.148781E+02   0.000000E+00  -0.862087E+03   0.172417E+04
   0.307339E+02   0.150967E+00  -0.483828E+01   0.106197E+02   0.863135E+01   0.521479E+01   0.256025E+00   0.160389E-01   0.436518E-02   0.170977E-01   0.956397E-02   0.115748E-01  -0.851179E+03   0.141605E+02   0.000000E+00  -0.865340E+03   0.173068E+04
   0.306273E+02   0.215239E+00  -0.393740E+01   0.664767E+01   0.833890E+01   0.382766E+01  -0.130949E+01   0.216263E-01   0.420433E-02   0.149547E-01   0.724309E-02   0.657898E-02  -0.847842E+03   0.151226E+02   0.000000E+00  -0.862965E+03   0.172593E+04
   0.306273E+02   0.326258E+00  -0.580564E+01   0.722524E+01   0.100024E+02   0.382766E+01  -0.159289E+01   0.224432E-01   0.112402E-02   0.767540E-02   0.189985E-01   0.145008E-01  -0.849115E+03   0.141908E+02   0.000000E+00  -0.863306E+03   0.172661E+04
   0.306437E+02   0.329231E+00  -0.435704E+01   0.722524E+01   0.864994E+01   0.638523E+01  -0.113686E+01   0.676199E-02   0.280502E-02   0.327374E-02   0.799191E-02   0.358829E-02  -0.845684E+03   0.166548E+02   0.000000E+00  -0.862339E+03   0.172468E+04
   0.301437E+02  -0.294926E+00  -0.435704E+01   0.773123E+01   0.749394E+01   0.751063E+01   0.213874E+00   0.654814E-02   0.316080E-01   0.131231E-01   0.154053E-02   0.204576E-01  -0.851355E+03   0.117478E+02   0.000000E+00  -0.863103E+03   0.172621E+04
   0.306450E+02   0.555315E-01  -0.545044E+01   0.749416E+01   0.851262E+01   0.431215E+01   0.155845E+01   0.161650E-01   0.403793E-03   0.632767E-02   0.365820E-01   0.296062E-01  -0.852268E+03   0.111287E+02   0.000000E+00  -0.863397E+03   0.172679E+04
   0.294531E+02  -0.115426E+00  -0.258438E+01   0.878981E+01   0.900656E+01   0.231869E+01   0.623045E+01   0.253966E-01   0.885113E-02   0.632767E-02   0.232720E-01   0.184642E-01  -0.861386E+03   0.127292E+02   0.000000E+00  -0.874115E+03   0.174823E+04
   0.303264E+02   0.414220E+00  -0.421199E+01   0.911372E+01   0.780244E+01   0.409847E+01   0.102060E+01   0.108328E-01   0.695460E-02   0.236066E-02   0.215267E-01   0.172513E-01  -0.849232E+03   0.136114E+02   0.000000E+00  -0.862843E+03   0.172569E+04
   0.306374E+02   0.414220E+00  -0.421199E+01   0.727673E+01   0.820250E+01   0.608696E+01   0.107488E+01   0.169394E-01   0.375388E-02   0.757732E-02   0.341585E-02   0.620650E-02  -0.847131E+03   0.163253E+02   0.000000E+00  -0.863456E+03   0.172691E+04
   0.305449E+02   0.548408E+00  -0.389601E+01   0.590157E+01   0.895008E+01   0.334147E+01  -0.305160E+01   0.207573E-01   0.100803E-01   0.540704E-02   0.264081E-01   0.180997E-02  -0.849950E+03   0.140501E+02   0.000000E+00  -0.864000E+03   0.172800E+04
   0.303648E+02   0.473180E+00  -0.488622E+01   0.772749E+01   0.921397E+01   0.297468E+01  -0.198495E+01   0.201416E-03   0.588992E-02   0.593180E-01   0.491448E-02   0.724107E-02  -0.851573E+03   0.106843E+02   0.000000E+00  -0.862257E+03   0.172451E+04
   0.305646E+02   0.171709E+00  -0.570016E+01   0.540819E+01   0.962993E+01   0.402616E+01  -0.401441E+01   0.771323E-02   0.651205E-02   0.694168E-03   0.236743E-01   0.146112E-01  -0.850387E+03   0.138715E+02   0.000000E+00  -0.864259E+03   0.172852E+04
   0.296820E+02  -0.107078E+01  -0.366181E+01   0.657986E+01   0.820086E+01   0.603386E+01   0.141344E+00   0.602783E-02   0.482267E-03   0.232148E-02   0.927749E-02   0.148406E-02  -0.848405E+03   0.170642E+02   0.000000E+00  -0.865469E+03   0.173094E+04
   0.306422E+02  -0.526937E+00  -0.602782E+01   0.905886E+01   0.802521E+01   0.228049E+01   0.102294E+01   0.193560E-01   0.482267E-03   0.290407E-02   0.269867E-01   0.226976E-02  -0.849483E+03   0.151564E+02   0.000000E+00  -0.864639E+03   0.172928E+04
   0.298444E+02   0.231117E+01  -0.407211E+01   0.961888E+01   0.100940E+02   0.355187E+01  -0.156368E+01   0.753639E-02   0.154190E-03   0.202578E-01   0.695966E-02   0.245475E-02  -0.853182E+03   0.154380E+02   0.000000E+00  -0.868620E+03   0.173724E+04
   0.299299E+02  -0.858305E+00  -0.457491E+01   0.747651E+01   0.588655E+01   0.506473E+01  -0.183359E+01   0.187629E-01   0.154190E-03   0.428657E-02   0.278850E-02   0.813159E-02  -0.847714E+03   0.168846E+02   0.000000E+00  -0.864599E+03   0.172920E+04
   0.300698E+02  -0.145546E+01  -0.400315E+01   0.250788E+01   0.871854E+01   0.461320E+01  -0.118050E+01   0.106237E-01   0.133129E-01   0.671547E-02   0.278850E-02   0.266305E-02  -0.855059E+03   0.158727E+02   0.000000E+00  -0.870932E+03   0.174186E+04
   0.305983E+02  -0.787939E+00  -0.672529E+01   0.691671E+01   0.844363E+01   0.418365E+01  -0.290288E+01   0.203194E-01   0.117934E-01   0.116096E-01   0.894882E-03   0.864256E-02  -0.849433E+03   0.151266E+02   0.000000E+00  -0.864560E+03   0.172912E+04
   0.302419E+02  -0.801518E+00  -0.673182E+01   0.691671E+01   0.844363E+01   0.496919E+01   0.543072E+00   0.102030E-01   0.218075E-02   0.349150E-02   0.110870E-02   0.794444E-02  -0.846505E+03   0.169481E+02   0.000000E+00  -0.863453E+03   0.172691E+04
   0.303515E+02  -0.104721E+00  -0.481430E+01   0.108211E+02   0.584335E+01   0.628373E+01   0.481587E+01   0.548582E-02   0.103157E-01   0.246335E-01   0.110870E-02   0.400578E-01  -0.859951E+03   0.108091E+02   0.000000E+00  -0.870760E+03   0.174152E+04
   0.307373E+02  -0.104721E+00  -0.667069E+01   0.681715E+01   0.119789E+02   0.553993E+01  -0.187785E+01   0.121762E-01   0.206468E-02   0.518833E-02   0.110870E-02   0.673935E-02  -0.848331E+03   0.169106E+02   0.000000E+00  -0.865242E+03   0.173048E+04
   0.313516E+02   0.883973E+00  -0.649657E+01   0.583796E+01   0.104026E+02   0.289886E+01  -0.526503E+01   0.330298E-01   0.392075E-02   0.169574E-01   0.123412E-01   0.302075E-02  -0.856547E+03   0.147967E+02   0.000000E+00  -0.871344E+03   0.174269E+04
   0.295996E+02  -0.129004E+00  -0.243655E+01   0.643720E+01   0.760091E+01   0.885979E+01  -0.129734E+01   0.174852E-01   0.146895E-01   0.403083E-01   0.325798E-02   0.281683E-01  -0.858962E+03   0.977827E+01   0.000000E+00  -0.868740E+03   0.173748E+04
   0.299594E+02  -0.102397E+01  -0.698500E+01   0.867154E+01   0.570777E+01   0.325773E+01   0.439143E+00   0.226448E-01   0.462046E-02   0.404119E-02   0.165950E-01   0.311076E-01  -0.856030E+03   0.127843E+02   0.000000E+00  -0.868814E+03   0.173763E+04
   0.304376E+02  -0.193277E+01  -0.557199E+01   0.703692E+01   0.714774E+01   0.249424E+01   0.280978E+01   0.153530E-01   0.114055E-01   0.205554E-01   0.189552E-01   0.308137E-01  -0.856988E+03   0.102477E+02   0.000000E+00  -0.867236E+03   0.173447E+04
   0.305178E+02  -0.288842E+00  -0.557199E+01   0.703692E+01   0.806718E+01   0.647133E+01  -0.264546E+01   0.186593E-01   0.833069E-02   0.242007E-01   0.164650E-01   0.156199E-01  -0.851519E+03   0.119591E+02   0.000000E+00  -0.863478E+03   0.172696E+04
   0.300855E+02   0.477273E+00  -0.341671E+01   0.734248E+01   0.975123E+01   0.611299E+01   0.147675E+01   0.863171E-02   0.105831E-01   0.386919E-01   0.250944E-02   0.127476E-01  -0.850871E+03   0.119675E+02   0.000000E+00  -0.862838E+03   0.172568E+04
   0.312594E+02  -0.965313E+00  -0.671298E+01   0.644480E+01   0.856010E+01   0.377071E+01  -0.170854E+01   0.301242E-01   0.261084E-01   0.381426E-01   0.524959E-02   0.109333E-02  -0.855749E+03   0.113613E+02   0.000000E+00  -0.867110E+03   0.173422E+04
   0.303830E+02  -0.653197E+00  -0.264543E+01   0.728019E+01   0.997949E+01   0.599216E+01  -0.217014E+01   0.112162E-01   0.268831E-01   0.114807E-01   0.118745E-01   0.140455E-01  -0.855504E+03   0.119923E+02   0.000000E+00  -0.867496E+03   0.173499E+04
   0.297591E+02  -0.499166E+00  -0.470193E+01   0.570201E+01   0.873177E+01   0.452685E+01   0.249127E+00   0.176388E-01   0.110509E-01   0.104355E-02   0.476823E-02   0.148161E-01  -0.847865E+03   0.152528E+02   0.000000E+00  -0.863118E+03   0.172624E+04
   0.299383E+02  -0.569279E-01  -0.470193E+01   0.732106E+01   0.689107E+01   0.432988E+01  -0.207607E+01   0.134345E-01   0.332675E-02   0.136901E-01   0.947304E-02   0.126043E-02  -0.847002E+03   0.156456E+02   0.000000E+00  -0.862648E+03   0.172530E+04
   0.301859E+02   0.631326E+00  -0.400674E+01   0.663343E+01   0.785629E+01   0.581919E+01  -0.382739E+01   0.847845E-02   0.110453E-01   0.120971E-01   0.116308E-03   0.126043E-02  -0.847603E+03   0.159688E+02   0.000000E+00  -0.863572E+03   0.172714E+04
   0.303503E+02  -0.141427E+00  -0.590997E+01   0.513491E+01   0.963642E+01   0.573611E+01   0.113254E+01   0.371746E-03   0.205258E-01   0.767089E-02   0.116308E-03   0.240993E-03  -0.848614E+03   0.155653E+02   0.000000E+00  -0.864179E+03   0.172836E+04
   0.297998E+02   0.858963E+00  -0.549130E+01   0.664394E+01   0.749899E+01   0.711096E+01  -0.222490E+01   0.937503E-02   0.119782E-01   0.118681E-01   0.172422E-01   0.309271E-02  -0.850045E+03   0.140026E+02   0.000000E+00  -0.864048E+03   0.172810E+04
   0.304015E+02   0.302177E-01  -0.359172E+01   0.739013E+01   0.756073E+01   0.600312E+01  -0.222490E+01   0.141343E-01   0.557496E-02   0.189302E-01   0.274052E-01   0.470463E-02  -0.850330E+03   0.127592E+02   0.000000E+00  -0.863089E+03   0.172618E+04
   0.307096E+02  -0.595955E+00  -0.428095E+01   0.855968E+01   0.978490E+01   0.465311E+01  -0.356259E+00   0.714344E-03   0.430185E-02   0.209541E-01   0.728912E-02   0.212340E-01  -0.850481E+03   0.130428E+02   0.000000E+00  -0.863524E+03   0.172705E+04
   0.304605E+02  -0.297833E+00  -0.349243E+01   0.887981E+01   0.856423E+01   0.406199E+01  -0.234453E+01   0.116465E-02   0.398759E-02   0.305085E-03   0.965463E-02   0.142143E-01  -0.849076E+03   0.156045E+02   0.000000E+00  -0.864681E+03   0.172936E+04
   0.294103E+02   0.694289E+00  -0.341329E+01   0.693630E+01   0.908404E+01   0.109205E+01  -0.654698E+00   0.207936E-01   0.241968E-01   0.333639E-02   0.677713E-02   0.154516E-01  -0.853544E+03   0.134445E+02   0.000000E+00  -0.866988E+03   0.173398E+04
   0.294219E+02   0.110379E+01  -0.408572E+01   0.777193E+01   0.854862E+01   0.456268E+01   0.145588E+01   0.143395E-01   0.391998E-02   0.100250E-01   0.338467E-01   0.115000E-02  -0.850979E+03   0.135265E+02   0.000000E+00  -0.864506E+03   0.172901E+04
   0.304801E+02  -0.439746E+00  -0.406978E+01   0.630849E+01   0.706553E+01   0.462652E+01  -0.627432E+00   0.233596E-01   0.329444E-02   0.715861E-03   0.510555E-02   0.257621E-02  -0.846176E+03   0.172515E+02   0.000000E+00  -0.863427E+03   0.172685E+04
   0.310297E+02   0.606403E+00  -0.322262E+01   0.771151E+01   0.108416E+02   0.849037E+01  -0.236910E+01   0.101037E-02   0.703293E-02   0.180503E-01   0.205386E-02   0.107101E-01  -0.852708E+03   0.146360E+02   0.000000E+00  -0.867344E+03   0.173469E+04
   0.306332E+02   0.404473E+00  -0.488218E+01   0.771151E+01   0.947400E+01   0.417606E+01  -0.253503E+01   0.897342E-02   0.140651E-01   0.319447E-02   0.192212E-02   0.142818E-01  -0.847134E+03   0.150743E+02   0.000000E+00  -0.862208E+03   0.172442E+04
   0.306584E+02   0.748660E+00  -0.426610E+01   0.979248E+01   0.931222E+01   0.701880E+01  -0.154260E+01   0.135995E-01   0.291963E-01   0.102991E-01   0.374767E-01   0.931994E-02  -0.856022E+03   0.979148E+01   0.000000E+00  -0.865813E+03   0.173163E+04
   0.306584E+02   0.141503E+00  -0.309719E+01   0.926858E+01   0.832856E+01   0.162048E+01  -0.237240E+01   0.236835E-01   0.984393E-02   0.214179E-03   0.702788E-03   0.100681E-01  -0.849683E+03   0.163378E+02   0.000000E+00  -0.866021E+03   0.173204E+04
   0.303294E+02  -0.116376E+01  -0.202082E+01   0.629658E+01   0.832856E+01   0.223629E+01   0.144207E+01   0.645486E-02   0.170227E-01   0.214179E-03   0.702788E-03   0.111759E-01  -0.853572E+03   0.155091E+02   0.000000E+00  -0.869081E+03   0.173816E+04
   0.300571E+02  -0.337662E+00  -0.646519E+01   0.751778E+01   0.709358E+01   0.321159E+01  -0.181408E+01   0.226084E-01   0.110056E-01   0.886822E-02   0.811557E-02   0.755909E-02  -0.850424E+03   0.148658E+02   0.000000E+00  -0.865290E+03   0.173058E+04
   0.294942E+02   0.115093E+01  -0.416912E+01   0.581282E+01   0.638487E+01   0.511513E+01  -0.295655E+01   0.190181E-01   0.212009E-01   0.729611E-02   0.335665E-01   0.101845E-01  -0.855026E+03   0.111959E+02   0.000000E+00  -0.866222E+03   0.173244E+04
   0.302769E+02   0.103660E+00  -0.394580E+01   0.473071E+01   0.850080E+01   0.767382E+01  -0.108030E+01   0.708910E-02   0.159537E-01   0.188862E-01   0.128875E-01   0.405891E-02  -0.851517E+03   0.132420E+02   0.000000E+00  -0.864759E+03   0.172952E+04
   0.306566E+02   0.103660E+00  -0.703078E+01   0.619370E+01   0.102303E+02   0.348981E+01  -0.283475E+01   0.352707E-02   0.126211E-01   0.112609E-01   0.265320E-02   0.285212E-02  -0.848886E+03   0.154819E+02   0.000000E+00  -0.864368E+03   0.172874E+04
   0.305189E+02  -0.298733E+00  -0.591812E+01   0.740639E+01   0.107219E+02   0.162351E+01  -0.194810E+01   0.657851E-02   0.117088E-01   0.762785E-02   0.250425E-02   0.282121E-01  -0.851254E+03   0.134154E+02   0.000000E+00  -0.864669E+03   0.172934E+04
   0.295876E+02   0.306738E+00  -0.381059E+01   0.712894E+01   0.839547E+01   0.563977E+01  -0.113328E+01   0.137640E-01   0.138096E-01   0.413309E-02   0.220445E-02   0.220631E-01  -0.849062E+03   0.141997E+02   0.000000E+00  -0.863262E+03   0.172652E+04
   0.296754E+02   0.306738E+00  -0.655508E+01   0.585358E+01   0.786713E+01   0.695388E+01  -0.153266E+01   0.162097E-02   0.204794E-02   0.185723E-01   0.750106E-02   0.224880E-02  -0.848874E+03   0.153837E+02   0.000000E+00  -0.864258E+03   0.172852E+04
   0.299078E+02   0.323762E+00  -0.403845E+01   0.723562E+01   0.734354E+01   0.615752E+01  -0.282614E+00   0.830198E-02   0.390937E-02   0.226053E-02   0.265776E-01   0.480733E-02  -0.847423E+03   0.146652E+02   0.000000E+00  -0.862088E+03   0.172418E+04
   0.293684E+02   0.263620E+00  -0.470418E+01   0.377529E+01   0.734354E+01   0.745269E+01  -0.536926E+00   0.215991E-01   0.757240E-02   0.132038E-02   0.445621E-01   0.824281E-02  -0.855345E+03   0.122509E+02   0.000000E+00  -0.867596E+03   0.173519E+04
