a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.136811E+03   0.176821E+02   0.406441E+01   0.696068E+01   0.124201E-02   0.810649E+01   0.104012E+02   0.107201E+02   0.897836E+01   0.736061E+02  -0.701531E+01   0.000000E+00   0.806214E+02  -0.161243E+03
   0.142046E+03   0.160171E+02   0.431594E+01   0.666641E+01   0.541933E-02   0.100173E+02   0.908103E+01   0.107201E+02   0.113632E+02   0.729615E+02  -0.693178E+01   0.000000E+00   0.798933E+02  -0.159787E+03
   0.156275E+03   0.166544E+02   0.454825E+01   0.685957E+01   0.541933E-02   0.122270E+02   0.940812E+01   0.107201E+02   0.915875E+01   0.725287E+02  -0.727887E+01   0.000000E+00   0.798076E+02  -0.159615E+03
   0.156275E+03   0.187189E+02   0.458192E+01   0.722285E+01   0.541933E-02   0.135106E+02   0.984162E+01   0.105131E+02   0.875878E+01   0.716727E+02  -0.803649E+01   0.000000E+00   0.797092E+02  -0.159418E+03
   0.137900E+03   0.224049E+02   0.497932E+01   0.725889E+01   0.541933E-02   0.135106E+02   0.985272E+01   0.102709E+02   0.106060E+02   0.718657E+02  -0.800659E+01   0.000000E+00   0.798723E+02  -0.159745E+03
   0.137900E+03   0.257156E+02   0.557490E+01   0.732059E+01   0.703059E-02   0.108556E+02   0.976885E+01   0.104882E+02   0.969468E+01   0.726070E+02  -0.665521E+01   0.000000E+00   0.792622E+02  -0.158524E+03
   0.137900E+03   0.279569E+02   0.534239E+01   0.707692E+01   0.765952E-02   0.108556E+02   0.109565E+02   0.104105E+02   0.998450E+01   0.721051E+02  -0.686928E+01   0.000000E+00   0.789744E+02  -0.157949E+03
   0.167059E+03   0.327748E+02   0.534972E+01   0.730940E+01   0.430960E-02   0.106272E+02   0.105891E+02   0.102278E+02   0.838615E+01   0.716824E+02  -0.689370E+01   0.000000E+00   0.785761E+02  -0.157152E+03
   0.190592E+03   0.336841E+02   0.526880E+01   0.662770E+01   0.430960E-02   0.107596E+02   0.827176E+01   0.798783E+01   0.838615E+01   0.697974E+02  -0.746631E+01   0.000000E+00   0.772637E+02  -0.154527E+03
   0.161311E+03   0.317164E+02   0.574983E+01   0.650924E+01   0.430960E-02   0.115598E+02   0.886533E+01   0.810265E+01   0.838615E+01   0.714579E+02  -0.747093E+01   0.000000E+00   0.789288E+02  -0.157858E+03
   0.153178E+03   0.241309E+02   0.594849E+01   0.632094E+01   0.430960E-02   0.115598E+02   0.930081E+01   0.810265E+01   0.983096E+01   0.725289E+02  -0.717862E+01   0.000000E+00   0.797075E+02  -0.159415E+03
   0.153178E+03   0.245841E+02   0.601284E+01   0.663098E+01   0.139199E-02   0.102618E+02   0.930081E+01   0.810265E+01   0.912996E+01   0.732787E+02  -0.683119E+01   0.000000E+00   0.801099E+02  -0.160220E+03
   0.167277E+03   0.227575E+02   0.575340E+01   0.621065E+01   0.368598E-02   0.914065E+01   0.955569E+01   0.102667E+02   0.985259E+01   0.729558E+02  -0.646267E+01   0.000000E+00   0.794185E+02  -0.158837E+03
   0.167277E+03   0.161281E+02   0.569522E+01   0.621217E+01   0.331478E-02   0.898598E+01   0.944769E+01   0.109334E+02   0.822999E+01   0.730594E+02  -0.693617E+01   0.000000E+00   0.799956E+02  -0.159991E+03
   0.155084E+03   0.190416E+02   0.584010E+01   0.576258E+01   0.276034E-02   0.875248E+01   0.815443E+01   0.792832E+01   0.671826E+01   0.713564E+02  -0.887469E+01   0.000000E+00   0.802311E+02  -0.160462E+03
   0.156061E+03   0.110793E+02   0.572330E+01   0.527873E+01   0.478113E-02   0.923509E+01   0.815443E+01   0.918236E+01   0.671826E+01   0.717416E+02  -0.834974E+01   0.000000E+00   0.800913E+02  -0.160183E+03
   0.149998E+03   0.124771E+02   0.557405E+01   0.496870E+01   0.478113E-02   0.923509E+01   0.980615E+01   0.907461E+01   0.671826E+01   0.720212E+02  -0.803376E+01   0.000000E+00   0.800550E+02  -0.160110E+03
   0.160048E+03   0.120858E+02   0.532435E+01   0.500533E+01   0.361813E-02   0.919323E+01   0.979433E+01   0.991873E+01   0.779377E+01   0.733610E+02  -0.695734E+01   0.000000E+00   0.803183E+02  -0.160637E+03
   0.133527E+03   0.605435E+01   0.521023E+01   0.520438E+01   0.211235E-03   0.926689E+01   0.104756E+02   0.991873E+01   0.933142E+01   0.717754E+02  -0.650144E+01   0.000000E+00   0.782768E+02  -0.156554E+03
   0.132065E+03   0.127592E+02   0.522726E+01   0.500964E+01   0.180125E-02   0.937018E+01   0.114089E+02   0.991873E+01   0.110791E+02   0.730979E+02  -0.701158E+01   0.000000E+00   0.801095E+02  -0.160219E+03
   0.164516E+03   0.947946E+01   0.531925E+01   0.532603E+01   0.180125E-02   0.984810E+01   0.986523E+01   0.920445E+01   0.928733E+01   0.742202E+02  -0.642209E+01   0.000000E+00   0.806423E+02  -0.161285E+03
   0.156006E+03   0.163618E+02   0.522342E+01   0.539396E+01   0.180125E-02   0.104482E+02   0.100506E+02   0.923399E+01   0.928733E+01   0.739743E+02  -0.651567E+01   0.000000E+00   0.804900E+02  -0.160980E+03
   0.145886E+03   0.112158E+02   0.549384E+01   0.475274E+01   0.377640E-02   0.887547E+01   0.849992E+01   0.923399E+01   0.827840E+01   0.732462E+02  -0.693157E+01   0.000000E+00   0.801778E+02  -0.160356E+03
   0.169060E+03   0.119452E+02   0.562054E+01   0.560093E+01   0.377640E-02   0.884306E+01   0.849992E+01   0.923399E+01   0.827840E+01   0.732415E+02  -0.693899E+01   0.000000E+00   0.801805E+02  -0.160361E+03
   0.159169E+03   0.158403E+02   0.551411E+01   0.507669E+01   0.542273E-02   0.838785E+01   0.767225E+01   0.955369E+01   0.107748E+02   0.723449E+02  -0.739618E+01   0.000000E+00   0.797411E+02  -0.159482E+03
   0.148584E+03   0.831371E+01   0.565016E+01   0.517184E+01   0.542273E-02   0.838785E+01   0.782851E+01   0.843309E+01   0.107748E+02   0.721397E+02  -0.750008E+01   0.000000E+00   0.796398E+02  -0.159280E+03
   0.148584E+03   0.891621E+01   0.548240E+01   0.489226E+01   0.542273E-02   0.746678E+01   0.947729E+01   0.104453E+02   0.723371E+01   0.714184E+02  -0.825956E+01   0.000000E+00   0.796780E+02  -0.159356E+03
   0.144270E+03   0.125083E+02   0.562673E+01   0.545816E+01   0.542273E-02   0.899407E+01   0.947729E+01   0.105134E+02   0.902583E+01   0.732711E+02  -0.657538E+01   0.000000E+00   0.798465E+02  -0.159693E+03
   0.165830E+03   0.125083E+02   0.625205E+01   0.497106E+01   0.542273E-02   0.104910E+02   0.947729E+01   0.101880E+02   0.936998E+01   0.732449E+02  -0.651816E+01   0.000000E+00   0.797631E+02  -0.159526E+03
   0.194249E+03   0.102085E+02   0.672902E+01   0.459273E+01   0.542273E-02   0.104910E+02   0.947729E+01   0.123558E+02   0.980498E+01   0.719720E+02  -0.726340E+01   0.000000E+00   0.792354E+02  -0.158471E+03
   0.194249E+03   0.102085E+02   0.684127E+01   0.424835E+01   0.246990E-02   0.123086E+02   0.100476E+02   0.123558E+02   0.107080E+02   0.717319E+02  -0.809820E+01   0.000000E+00   0.798301E+02  -0.159660E+03
   0.211387E+03   0.186662E+02   0.734931E+01   0.361863E+01   0.246990E-02   0.104203E+02   0.106526E+02   0.114577E+02   0.107080E+02   0.707712E+02  -0.711832E+01   0.000000E+00   0.778895E+02  -0.155779E+03
   0.188825E+03   0.228829E+02   0.728382E+01   0.331775E+01   0.246990E-02   0.112793E+02   0.126849E+02   0.118473E+02   0.110408E+02   0.701014E+02  -0.844499E+01   0.000000E+00   0.785464E+02  -0.157093E+03
   0.199043E+03   0.190356E+02   0.728091E+01   0.338803E+01   0.365270E-02   0.935158E+01   0.126849E+02   0.118473E+02   0.135794E+02   0.689096E+02  -0.938722E+01   0.000000E+00   0.782968E+02  -0.156594E+03
   0.200965E+03   0.190356E+02   0.702471E+01   0.298732E+01   0.952461E-03   0.902950E+01   0.125128E+02   0.116610E+02   0.150702E+02   0.682994E+02  -0.102904E+02   0.000000E+00   0.785898E+02  -0.157180E+03
   0.200965E+03   0.190356E+02   0.684821E+01   0.268152E+01   0.952461E-03   0.102654E+02   0.125128E+02   0.978364E+01   0.141808E+02   0.694605E+02  -0.919399E+01   0.000000E+00   0.786545E+02  -0.157309E+03
   0.241931E+03   0.125137E+02   0.659481E+01   0.308421E+01   0.952461E-03   0.121809E+02   0.116230E+02   0.990315E+01   0.137555E+02   0.687438E+02  -0.914645E+01   0.000000E+00   0.778902E+02  -0.155780E+03
   0.214185E+03   0.130515E+02   0.655974E+01   0.277419E+01   0.952461E-03   0.122680E+02   0.111526E+02   0.114651E+02   0.137555E+02   0.695458E+02  -0.939296E+01   0.000000E+00   0.789388E+02  -0.157878E+03
   0.184191E+03   0.130515E+02   0.665215E+01   0.326014E+01   0.272914E-02   0.122680E+02   0.111526E+02   0.858946E+01   0.120550E+02   0.716190E+02  -0.819333E+01   0.000000E+00   0.798123E+02  -0.159625E+03
   0.178441E+03   0.152805E+02   0.679233E+01   0.357263E+01   0.198038E-02   0.121212E+02   0.111526E+02   0.932553E+01   0.988849E+01   0.725022E+02  -0.734262E+01   0.000000E+00   0.798448E+02  -0.159690E+03
   0.159418E+03   0.188598E+02   0.711244E+01   0.370169E+01   0.431649E-02   0.124394E+02   0.914589E+01   0.932553E+01   0.988849E+01   0.724991E+02  -0.725406E+01   0.000000E+00   0.797532E+02  -0.159506E+03
   0.159418E+03   0.248576E+02   0.725363E+01   0.358729E+01   0.431649E-02   0.104810E+02   0.100749E+02   0.948083E+01   0.845396E+01   0.726811E+02  -0.669792E+01   0.000000E+00   0.793790E+02  -0.158758E+03
   0.145157E+03   0.213604E+02   0.689095E+01   0.350514E+01   0.552995E-02   0.108823E+02   0.102974E+02   0.948083E+01   0.845396E+01   0.728345E+02  -0.682916E+01   0.000000E+00   0.796637E+02  -0.159327E+03
   0.145157E+03   0.254008E+02   0.734340E+01   0.341947E+01   0.491564E-02   0.970712E+01   0.131419E+02   0.976940E+01   0.750268E+01   0.713023E+02  -0.836409E+01   0.000000E+00   0.796664E+02  -0.159333E+03
   0.128005E+03   0.319523E+02   0.749104E+01   0.341101E+01   0.250514E-02   0.965918E+01   0.131419E+02   0.949939E+01   0.750268E+01   0.719410E+02  -0.836127E+01   0.000000E+00   0.803023E+02  -0.160605E+03
   0.128005E+03   0.352009E+02   0.758708E+01   0.310178E+01   0.250514E-02   0.965918E+01   0.119594E+02   0.813333E+01   0.756250E+01   0.721967E+02  -0.803115E+01   0.000000E+00   0.802278E+02  -0.160456E+03
   0.128005E+03   0.343909E+02   0.820968E+01   0.358064E+01   0.250514E-02   0.992964E+01   0.106448E+02   0.813333E+01   0.864113E+01   0.732347E+02  -0.700079E+01   0.000000E+00   0.802355E+02  -0.160471E+03
   0.125485E+03   0.363542E+02   0.851786E+01   0.379383E+01   0.197798E-02   0.935384E+01   0.121707E+02   0.813333E+01   0.102357E+02   0.728275E+02  -0.747324E+01   0.000000E+00   0.803007E+02  -0.160601E+03
   0.900738E+02   0.323411E+02   0.801816E+01   0.373478E+01   0.197798E-02   0.890681E+01   0.121707E+02   0.813333E+01   0.100390E+02   0.714280E+02  -0.751003E+01   0.000000E+00   0.789380E+02  -0.157876E+03
   0.926416E+02   0.289079E+02   0.798082E+01   0.360957E+01   0.834912E-03   0.743816E+01   0.131692E+02   0.813333E+01   0.870891E+01   0.700530E+02  -0.889758E+01   0.000000E+00   0.789506E+02  -0.157901E+03
   0.926416E+02   0.360713E+02   0.824751E+01   0.327873E+01   0.834912E-03   0.875452E+01   0.123833E+02   0.117433E+02   0.865676E+01   0.716670E+02  -0.792077E+01   0.000000E+00   0.795878E+02  -0.159176E+03
   0.942122E+02   0.434315E+02   0.848129E+01   0.308847E+01   0.867293E-03   0.999769E+01   0.123833E+02   0.102177E+02   0.701107E+01   0.715877E+02  -0.848146E+01   0.000000E+00   0.800692E+02  -0.160138E+03
   0.938881E+02   0.471835E+02   0.831608E+01   0.320993E+01   0.588924E-02   0.123547E+02   0.122080E+02   0.903119E+01   0.872115E+01   0.712405E+02  -0.804084E+01   0.000000E+00   0.792813E+02  -0.158563E+03
   0.124570E+03   0.459024E+02   0.846974E+01   0.374180E+01   0.827656E-02   0.117210E+02   0.122080E+02   0.898852E+01   0.839671E+01   0.705894E+02  -0.786185E+01   0.000000E+00   0.784512E+02  -0.156902E+03
   0.124570E+03   0.414923E+02   0.803033E+01   0.375888E+01   0.325645E-02   0.117210E+02   0.115013E+02   0.824973E+01   0.839671E+01   0.722521E+02  -0.778408E+01   0.000000E+00   0.800362E+02  -0.160072E+03
   0.130450E+03   0.449485E+02   0.775721E+01   0.336432E+01   0.489481E-02   0.977818E+01   0.116325E+02   0.824973E+01   0.102780E+02   0.722428E+02  -0.717641E+01   0.000000E+00   0.794192E+02  -0.158838E+03
   0.126563E+03   0.439719E+02   0.805409E+01   0.333259E+01   0.489481E-02   0.995784E+01   0.116343E+02   0.822466E+01   0.119345E+02   0.718302E+02  -0.773198E+01   0.000000E+00   0.795622E+02  -0.159124E+03
   0.115344E+03   0.439719E+02   0.813110E+01   0.363497E+01   0.489481E-02   0.995784E+01   0.142150E+02   0.822466E+01   0.124881E+02   0.703444E+02  -0.946368E+01   0.000000E+00   0.798081E+02  -0.159616E+03
   0.115344E+03   0.422031E+02   0.806202E+01   0.312155E+01   0.277464E-02   0.995784E+01   0.135021E+02   0.851567E+01   0.140682E+02   0.704202E+02  -0.983126E+01   0.000000E+00   0.802515E+02  -0.160503E+03
   0.115344E+03   0.565237E+02   0.829325E+01   0.250441E+01   0.277464E-02   0.995784E+01   0.135861E+02   0.911696E+01   0.152712E+02   0.694081E+02  -0.106032E+02   0.000000E+00   0.800113E+02  -0.160023E+03
   0.940772E+02   0.568656E+02   0.857543E+01   0.253547E+01   0.126041E-02   0.103010E+02   0.135861E+02   0.911696E+01   0.152712E+02   0.696627E+02  -0.106479E+02   0.000000E+00   0.803106E+02  -0.160621E+03
   0.918173E+02   0.604017E+02   0.854823E+01   0.279432E+01   0.126041E-02   0.124292E+02   0.143716E+02   0.928247E+01   0.152712E+02   0.683835E+02  -0.119226E+02   0.000000E+00   0.803061E+02  -0.160612E+03
   0.878251E+02   0.614741E+02   0.866075E+01   0.270676E+01   0.126041E-02   0.126069E+02   0.143716E+02   0.928247E+01   0.145314E+02   0.687414E+02  -0.114721E+02   0.000000E+00   0.802135E+02  -0.160427E+03
   0.835694E+02   0.619950E+02   0.896566E+01   0.234333E+01   0.452188E-02   0.129944E+02   0.143716E+02   0.888383E+01   0.145314E+02   0.678056E+02  -0.117510E+02   0.000000E+00   0.795566E+02  -0.159113E+03
   0.797352E+02   0.729659E+02   0.953550E+01   0.263765E+01   0.548729E-02   0.109936E+02   0.133565E+02   0.888383E+01   0.134430E+02   0.699535E+02  -0.943857E+01   0.000000E+00   0.793921E+02  -0.158784E+03
   0.864536E+02   0.719687E+02   0.100022E+02   0.264170E+01   0.572204E-02   0.134031E+02   0.114582E+02   0.757322E+01   0.134430E+02   0.692347E+02  -0.102594E+02   0.000000E+00   0.794941E+02  -0.158988E+03
   0.864536E+02   0.700958E+02   0.103030E+02   0.270156E+01   0.390892E-02   0.148694E+02   0.113005E+02   0.114733E+02   0.140353E+02   0.686718E+02  -0.112705E+02   0.000000E+00   0.799423E+02  -0.159885E+03
   0.864536E+02   0.663560E+02   0.975822E+01   0.264090E+01   0.556128E-02   0.125125E+02   0.113005E+02   0.114733E+02   0.121695E+02   0.708280E+02  -0.866140E+01   0.000000E+00   0.794894E+02  -0.158979E+03
   0.864536E+02   0.674001E+02   0.940622E+01   0.328001E+01   0.196336E-02   0.125125E+02   0.111410E+02   0.127569E+02   0.121695E+02   0.710042E+02  -0.921728E+01   0.000000E+00   0.802215E+02  -0.160443E+03
   0.864536E+02   0.663015E+02   0.943712E+01   0.322044E+01   0.196336E-02   0.125125E+02   0.924294E+01   0.121695E+02   0.116615E+02   0.717819E+02  -0.842652E+01   0.000000E+00   0.802084E+02  -0.160417E+03
   0.864536E+02   0.670428E+02   0.913200E+01   0.301701E+01   0.250310E-02   0.133631E+02   0.924294E+01   0.110468E+02   0.121914E+02   0.714423E+02  -0.869998E+01   0.000000E+00   0.801423E+02  -0.160285E+03
   0.864536E+02   0.686769E+02   0.904127E+01   0.275365E+01   0.250310E-02   0.126816E+02   0.110399E+02   0.110468E+02   0.121914E+02   0.716283E+02  -0.852502E+01   0.000000E+00   0.801533E+02  -0.160307E+03
   0.787775E+02   0.730676E+02   0.958232E+01   0.217339E+01   0.485157E-02   0.140567E+02   0.110534E+02   0.110468E+02   0.113142E+02   0.705167E+02  -0.900126E+01   0.000000E+00   0.795180E+02  -0.159036E+03
   0.652319E+02   0.721714E+02   0.962142E+01   0.149205E+01   0.259611E-02   0.140567E+02   0.103137E+02   0.109066E+02   0.113142E+02   0.700950E+02  -0.877601E+01   0.000000E+00   0.788710E+02  -0.157742E+03
   0.669867E+02   0.749500E+02   0.921873E+01   0.165144E+01   0.259611E-02   0.133331E+02   0.101051E+02   0.107929E+02   0.106402E+02   0.711501E+02  -0.804148E+01   0.000000E+00   0.791916E+02  -0.158383E+03
   0.732012E+02   0.685084E+02   0.923033E+01   0.204169E+01   0.259611E-02   0.998142E+01   0.101051E+02   0.117357E+02   0.120657E+02   0.719067E+02  -0.756716E+01   0.000000E+00   0.794739E+02  -0.158948E+03
   0.893070E+02   0.688868E+02   0.926295E+01   0.196922E+01   0.801323E-02   0.998142E+01   0.944315E+01   0.111426E+02   0.120657E+02   0.713969E+02  -0.731333E+01   0.000000E+00   0.787102E+02  -0.157420E+03
   0.901252E+02   0.760327E+02   0.956314E+01   0.158644E+01   0.490527E-02   0.107572E+02   0.106321E+02   0.111756E+02   0.122399E+02   0.720639E+02  -0.767450E+01   0.000000E+00   0.797384E+02  -0.159477E+03
   0.720486E+02   0.762727E+02   0.962907E+01   0.193515E+01   0.490527E-02   0.982795E+01   0.128740E+02   0.116471E+02   0.126365E+02   0.703812E+02  -0.884667E+01   0.000000E+00   0.792279E+02  -0.158456E+03
   0.706335E+02   0.788748E+02   0.953522E+01   0.131709E+01   0.818994E-03   0.970710E+01   0.140663E+02   0.108604E+02   0.124958E+02   0.705657E+02  -0.923709E+01   0.000000E+00   0.798028E+02  -0.159606E+03
   0.786519E+02   0.797577E+02   0.959033E+01   0.122133E+01   0.818994E-03   0.970710E+01   0.144773E+02   0.106546E+02   0.124958E+02   0.707435E+02  -0.946789E+01   0.000000E+00   0.802114E+02  -0.160423E+03
   0.779213E+02   0.760042E+02   0.100409E+02   0.174180E+01   0.331121E-02   0.110969E+02   0.143266E+02   0.113722E+02   0.124958E+02   0.700254E+02  -0.984178E+01   0.000000E+00   0.798672E+02  -0.159734E+03
   0.921862E+02   0.730490E+02   0.951940E+01   0.142828E+01   0.331121E-02   0.116249E+02   0.115887E+02   0.113722E+02   0.925517E+01   0.724517E+02  -0.763423E+01   0.000000E+00   0.800859E+02  -0.160172E+03
   0.921862E+02   0.786475E+02   0.990903E+01   0.150821E+01   0.331121E-02   0.985318E+01   0.960901E+01   0.979760E+01   0.121382E+02   0.730045E+02  -0.706418E+01   0.000000E+00   0.800687E+02  -0.160137E+03
   0.892483E+02   0.824333E+02   0.985417E+01   0.981077E+00   0.331121E-02   0.846593E+01   0.124539E+02   0.878145E+01   0.126072E+02   0.716337E+02  -0.843367E+01   0.000000E+00   0.800674E+02  -0.160135E+03
   0.109984E+03   0.846483E+02   0.101685E+02   0.116005E+01   0.331121E-02   0.846593E+01   0.119077E+02   0.923349E+01   0.137441E+02   0.707018E+02  -0.876617E+01   0.000000E+00   0.794680E+02  -0.158936E+03
   0.109984E+03   0.856379E+02   0.100311E+02   0.652795E+00   0.331121E-02   0.846593E+01   0.124919E+02   0.102810E+02   0.137786E+02   0.703391E+02  -0.911188E+01   0.000000E+00   0.794510E+02  -0.158902E+03
   0.731658E+02   0.844054E+02   0.100346E+02   0.305052E+00   0.331121E-02   0.899751E+01   0.105160E+02   0.882465E+01   0.137786E+02   0.715667E+02  -0.823933E+01   0.000000E+00   0.798060E+02  -0.159612E+03
   0.117357E+03   0.781951E+02   0.995878E+01   0.333598E+00   0.215519E-02   0.798519E+01   0.105778E+02   0.882465E+01   0.139081E+02   0.707214E+02  -0.871234E+01   0.000000E+00   0.794337E+02  -0.158867E+03
   0.117357E+03   0.752818E+02   0.916600E+01   0.864762E-01   0.728538E-02   0.798519E+01   0.126376E+02   0.900231E+01   0.139081E+02   0.688510E+02  -0.949840E+01   0.000000E+00   0.783494E+02  -0.156699E+03
   0.129605E+03   0.770679E+02   0.910527E+01   0.954963E-01   0.322150E-02   0.798519E+01   0.126376E+02   0.120160E+02   0.116290E+02   0.698704E+02  -0.881610E+01   0.000000E+00   0.786865E+02  -0.157373E+03
   0.129605E+03   0.751600E+02   0.975909E+01  -0.818230E+00   0.183296E-02   0.798519E+01   0.147256E+02   0.120160E+02   0.126122E+02   0.682635E+02  -0.106259E+02   0.000000E+00   0.788894E+02  -0.157779E+03
   0.129710E+03   0.771263E+02   0.977111E+01  -0.106373E+01   0.403182E-02   0.798519E+01   0.118081E+02   0.120160E+02   0.129971E+02   0.694172E+02  -0.909400E+01   0.000000E+00   0.785112E+02  -0.157022E+03
   0.126229E+03   0.637730E+02   0.992814E+01  -0.997341E+00   0.403182E-02   0.769568E+01   0.118081E+02   0.125589E+02   0.117065E+02   0.702114E+02  -0.890009E+01   0.000000E+00   0.791115E+02  -0.158223E+03
   0.125706E+03   0.678237E+02   0.107095E+02  -0.107508E+01   0.403182E-02   0.769568E+01   0.127489E+02   0.123563E+02   0.120063E+02   0.695739E+02  -0.939602E+01   0.000000E+00   0.789699E+02  -0.157940E+03
   0.113751E+03   0.680712E+02   0.107609E+02  -0.101872E+01   0.403182E-02   0.872910E+01   0.101853E+02   0.133279E+02   0.965049E+01   0.716413E+02  -0.786503E+01   0.000000E+00   0.795063E+02  -0.159013E+03
   0.153199E+03   0.665908E+02   0.108951E+02  -0.849880E+00   0.315604E-02   0.867283E+01   0.101853E+02   0.133279E+02   0.965049E+01   0.694362E+02  -0.788107E+01   0.000000E+00   0.773173E+02  -0.154635E+03
   0.150757E+03   0.665908E+02   0.112722E+02  -0.769138E+00   0.615575E-02   0.867283E+01   0.108406E+02   0.133279E+02   0.947805E+01   0.688391E+02  -0.802271E+01   0.000000E+00   0.768618E+02  -0.153724E+03
   0.154330E+03   0.665908E+02   0.110467E+02  -0.664487E+00   0.615575E-02   0.880017E+01   0.999912E+01   0.133279E+02   0.947805E+01   0.687924E+02  -0.782582E+01   0.000000E+00   0.766182E+02  -0.153236E+03
   0.146996E+03   0.712893E+02   0.117429E+02  -0.795110E+00   0.531295E-03   0.100274E+02   0.907990E+01   0.119851E+02   0.105709E+02   0.705222E+02  -0.715611E+01   0.000000E+00   0.776783E+02  -0.155357E+03
   0.146996E+03   0.758590E+02   0.117659E+02  -0.102211E+01   0.173979E-02   0.100274E+02   0.114303E+02   0.882266E+01   0.895993E+01   0.704932E+02  -0.692005E+01   0.000000E+00   0.774133E+02  -0.154827E+03
   0.110560E+03   0.715732E+02   0.118726E+02  -0.112650E+01   0.173979E-02   0.100274E+02   0.124252E+02   0.882266E+01   0.921063E+01   0.725354E+02  -0.733085E+01   0.000000E+00   0.798663E+02  -0.159733E+03
   0.145550E+03   0.715199E+02   0.116970E+02  -0.102932E+01   0.173979E-02   0.100274E+02   0.145540E+02   0.916651E+01   0.671690E+01   0.675631E+02  -0.101762E+02   0.000000E+00   0.777393E+02  -0.155479E+03
   0.145550E+03   0.762543E+02   0.114704E+02  -0.100413E+01   0.803825E-02   0.995021E+01   0.119417E+02   0.104696E+02   0.775535E+01   0.686321E+02  -0.764047E+01   0.000000E+00   0.762726E+02  -0.152545E+03
   0.114026E+03   0.705780E+02   0.111935E+02  -0.911895E+00   0.685764E-02   0.938709E+01   0.120409E+02   0.104696E+02   0.907349E+01   0.715171E+02  -0.714515E+01   0.000000E+00   0.786622E+02  -0.157324E+03
   0.117207E+03   0.696817E+02   0.113095E+02  -0.631240E+00   0.685764E-02   0.103557E+02   0.120409E+02   0.104696E+02   0.900646E+01   0.713275E+02  -0.721991E+01   0.000000E+00   0.785474E+02  -0.157095E+03
   0.118597E+03   0.649318E+02   0.108899E+02  -0.902196E+00   0.398857E-02   0.103557E+02   0.120409E+02   0.104696E+02   0.794210E+01   0.717661E+02  -0.762086E+01   0.000000E+00   0.793870E+02  -0.158774E+03
   0.118597E+03   0.641179E+02   0.114231E+02  -0.360421E+00   0.398857E-02   0.112753E+02   0.120909E+02   0.104702E+02   0.113248E+02   0.716044E+02  -0.777917E+01   0.000000E+00   0.793836E+02  -0.158767E+03
   0.118597E+03   0.660567E+02   0.112725E+02  -0.529086E+00   0.398857E-02   0.116664E+02   0.120909E+02   0.936391E+01   0.108555E+02   0.716476E+02  -0.769449E+01   0.000000E+00   0.793421E+02  -0.158684E+03
   0.118597E+03   0.655172E+02   0.110021E+02  -0.110302E+01   0.412410E-02   0.114988E+02   0.989893E+01   0.936391E+01   0.108555E+02   0.723622E+02  -0.697752E+01   0.000000E+00   0.793397E+02  -0.158679E+03
   0.117564E+03   0.654637E+02   0.108879E+02  -0.731191E+00   0.418922E-02   0.103097E+02   0.111903E+02   0.957110E+01   0.105472E+02   0.725461E+02  -0.682997E+01   0.000000E+00   0.793761E+02  -0.158752E+03
   0.106792E+03   0.665531E+02   0.101632E+02  -0.841386E+00   0.418922E-02   0.103097E+02   0.916737E+01   0.100506E+02   0.105472E+02   0.731407E+02  -0.659213E+01   0.000000E+00   0.797328E+02  -0.159466E+03
   0.113127E+03   0.681743E+02   0.100622E+02  -0.112593E+01   0.418922E-02   0.968410E+01   0.909958E+01   0.111761E+02   0.105472E+02   0.727149E+02  -0.680055E+01   0.000000E+00   0.795154E+02  -0.159031E+03
   0.106506E+03   0.666330E+02   0.986866E+01  -0.545057E+00   0.153351E-02   0.650942E+01   0.963145E+01   0.998822E+01   0.105472E+02   0.717590E+02  -0.839078E+01   0.000000E+00   0.801498E+02  -0.160300E+03
   0.830456E+02   0.646050E+02   0.977827E+01  -0.370680E+00   0.747685E-02   0.613600E+01   0.115483E+02   0.113577E+02   0.109661E+02   0.687915E+02  -0.987319E+01   0.000000E+00   0.786647E+02  -0.157329E+03
   0.713190E+02   0.595289E+02   0.101638E+02  -0.308206E-01   0.747685E-02   0.613600E+01   0.861071E+01   0.113577E+02   0.108312E+02   0.681009E+02  -0.956130E+01   0.000000E+00   0.776622E+02  -0.155324E+03
   0.800195E+02   0.591748E+02   0.949106E+01   0.478725E-01   0.104212E-01   0.773539E+01   0.861071E+01   0.103204E+02   0.106792E+02   0.698501E+02  -0.730951E+01   0.000000E+00   0.771596E+02  -0.154319E+03
   0.819710E+02   0.672284E+02   0.948888E+01  -0.279042E+00   0.104212E-01   0.773539E+01   0.961449E+01   0.772477E+01   0.900716E+01   0.698484E+02  -0.760276E+01   0.000000E+00   0.774512E+02  -0.154902E+03
   0.819710E+02   0.680226E+02   0.902391E+01  -0.521389E+00   0.108786E-01   0.956032E+01   0.835369E+01   0.772477E+01   0.768247E+01   0.694033E+02  -0.783333E+01   0.000000E+00   0.772366E+02  -0.154473E+03
   0.819710E+02   0.748563E+02   0.913189E+01  -0.759422E+00   0.773970E-02   0.121242E+02   0.835369E+01   0.774816E+01   0.947338E+01   0.708162E+02  -0.787032E+01   0.000000E+00   0.786865E+02  -0.157373E+03
